-1:47:10 | (New member) Shippo: □
51:30 | (New member) Rye Mountain: Never did homework reps
51:30 | Herbie Cucumber: based deliquent
51:31 | (New member) Margrave: I never did homework either. Just study for tests.
51:33 | Sheep: yankee
51:34 | (New member) The Flesh Is Weak: gyaru:_sprdo:
51:35 | Jarrels: homework AWAY!
51:36 | (New member) Mister Eko: delinquent gyaru bear...
51:37 | (New member) Nasty Yukari: I always did my homework a minute before teachers reviewed it. I HATE homework ngl
51:37 | (New member) Theblekedet: gyaru confirmed?
51:43 | (New member) Sneed Feed: homework is for no-fun-allowed gloomy teachers
51:45 | (New member) Moeniki: Did you ever skip class?
51:46 | (New member) Ekusupuroshon: Beatani's mom
51:47 | (New member) Stray Wolf: she was a gyaru delincuent bear 
51:49 | (New member) Mechanized Doge: LMAO
51:49 | (New member) Tachi: Yankee Bear
51:56 | (New member) クラガリ葉月: Oof
51:56 | (New member) Stray Wolf: write that down 
51:57 | (New member) LassesAffar: minus???
51:57 | (New member) imalittle cupcake: Delinquent gyaru bear...
51:57 | (New member) Lamb San: gyaru delinquent bear
51:58 | (New member) max r: lol
51:58 | (New member) Mechanized Doge: -4 out of 100 HOW
51:59 | (New member) CantDood: yeah I knew she was a gyaru
52:02 | (New member) Verijero: BASED
52:04 | (New member) Mister Eko: how
52:05 | (New member) max r: how did you get minus points ?!?!
52:06 | (New member) CommanderMichael: > -4
52:06 | (New member) Ekusupuroshon: How??
52:07 | (New member) The Pope: How
52:08 | rev: Deliquent
52:08 | (New member) ThatVidyaGuy: gyaru bear
52:08 | (New member) Cave Johnson: minus?
52:10 | (New member) Mister Eko: how is that even posible 
52:11 | (New member) Sol Codguy: □
52:12 | Ark Sword Misc.: Bea-tan the yankee?
52:13 | knull: impressive
52:13 | No Body: ahaha amazing
52:13 | (New member) Moeniki: How??
52:14 | (New member) Fake Name: Negative??
52:15 | (New member) BasedBug: Very smart!
52:15 | (New member) ThatVidyaGuy: -4? HOW
52:16 | (New member) Megiddo: -4... less than 0
52:16 | (New member) Canna: Did you spell your name wrong?
52:17 | Ark K.: -4 how?
52:17 | VayneD: Powerful 
52:21 | Eric Muller: well done
52:23 | (New member) The Flesh Is Weak: gyaru and dumb:_sprdo:
52:23 | (New member) Margrave: not a 0? But -4?!
52:26 | (New member) Rye Mountain: Minus points is not even possible in school here
52:27 | (New member) Antonio Badilla: did you write your name wrong?
52:28 | (New member) CommanderMichael: asian schools man
52:29 | (New member) Zhnigo: into negatives
52:30 | (New member) LoneRanger25: Breaking new ground
52:31 | (New member) JackOfAllBlades [VTuber] [Clipper] [Pogger]: Negative scores? Stack Overflow =□□□
52:31 | (New member) The Pope: I kneel
52:35 | (New member) クラガリ葉月: 頭。。。大丈夫か。。。
52:37 | Sheep: sounds kinda based to be honest
52:47 | (New member) Lazm: post-metamorphosis bea
52:49 | Eric Muller: That's probably harder than 100%
53:01 | (New member) Mister Eko: whaaaaat, really?
53:11 | (New member) Megiddo: the bear got one answer right...
53:11 | (New member) Nasty Yukari: oh, trick test?
53:12 | (New member) BasedBug: That is actually impressive
53:13 | Sheep: yes
53:14 | (New member) Antonio Badilla: yes
53:15 | (New member) Ekusupuroshon: So you just got 1 point right?
53:15 | (New member) Sneed Feed: I would angry about that too
53:16 | (New member) Theblekedet: wow
53:19 | (New member) Zhnigo: so you wrapped around and got the max score
53:20 | Ark K.: you can get negative marks?
53:21 | (New member) Rye Mountain: -5 from lack of homework and you only got one real point?
53:23 | (New member) 77Yuja_: ate the homework
53:29 | (New member) Mister Eko: I think the teacher had a point...
53:33 | Lodowa Wrozka: Kumachama...
53:42 | No Body: did you eat him?
53:44 | AtomicBanana 55: Your teacher sounds horrible.
53:47 | (New member) Fake Name: School is cringe
53:47 | (New member) The Flesh Is Weak: sugoi
53:48 | rev: 1 points -5
53:50 | (New member) Megiddo: classics is like classic literature?
53:51 | (New member) CantDood: Sugoi
53:53 | (New member) Nasty Yukari: so teacher based or cringe? because thats pretty funny
53:54 | (New member) Rye Mountain: One point real point...
53:56 | (New member) Verijero: my cute kuma cant be this dumb!
53:57 | (New member) クラガリ葉月: 歴史Bros...
53:58 | (New member) Mechanized Doge: that's screwed up, I've never heard of that before
53:59 | (New member) The Pope: And she was pissed off by this lmao
54:00 | (New member) BasedBug: High school is the worst point in everyone's lives
54:07 | (New member) Zhnigo: rebel kuma
54:14 | (New member) max r: wow, i don't know what to say
54:15 | VerticalCloud: impressive score
54:17 | (New member) Sneed Feed: high school is a prison ward
54:17 | (New member) Ekusupuroshon: Did your parents spanked you back at home?
54:20 | Jarrels: sounds like you were ONe point with the test.
54:21 | Sheep: wow
54:25 | (New member) The Pope: □□□
54:31 | (New member) anonEDM: into the trash it goes
54:33 | (New member) Mister Eko: Did your parents find out?
54:34 | (New member) RBZE7: high school HATE
54:35 | Ark K.: that's your fault though, bea...
54:36 | (New member) The Flesh Is Weak: spank?
54:36 | (New member) Verijero: bea's mom...
54:36 | (New member) Moeniki: you have to tell your mother now
54:37 | (New member) JackOfAllBlades [VTuber] [Clipper] [Pogger]: Hidden
54:37 | (New member) BasedBug: AWAY
54:37 | (New member) Atomsk: :_oha::_dayo:
54:38 | (New member) Tachi: Mom is watching right now
54:44 | (New member) Fake Name: Every time I look at prisons, I think, "wow, they look just like high school"
54:47 | (New member) Zhnigo: :based::_sprdo:
54:53 | (New member) Nasty Yukari: school was the worst part of my life, period
54:55 | (New member) CantDood: maybe...
55:01 | (New member) Theblekedet: :_sprdo:
55:03 | (New member) Kofi: i thought hs was kinda fun...
55:05 | (New member) クラガリ葉月: Your moms are watching now though. They know.
55:05 | (New member) Lazm: your mother told me she did find out
55:05 | (New member) Mister Eko: MAYBE:_sprdo:
55:10 | (New member) Nero: You needed to show your test scores to you parents? That's weird
55:14 | (New member) Hanabi: school is cringe, saying "fuck the system" and managing to somehow get a -4 on a test is kind of based
55:18 | (New member) nona: Do your homework! Take your meds!
55:25 | (New member) The Pope: Biker gang delinquent Bea...
55:26 | Zaxonite: x
55:27 | (New member) BasedBug: Beatani Did Nothing Wrong
55:27 | (New member) Mister Eko: Y-you did everything wrong...
55:30 | (New member) The Flesh Is Weak: foolish:_sprdo:
55:30 | (New member) Nasty Yukari: kuma did NOTHING wrong
55:35 | (New member) Fake Name: Homework is for nerds
55:37 | (New member) クラガリ葉月: You got nothing right either.
55:38 | (New member) Ekusupuroshon: 悪い子 Beatan
55:40 | (New member) Zhnigo: warukunaiyo nee
55:41 | (New member) Malafazzle: Welcome to For My Family!
55:41 | stuffed idiot: BASED
55:42 | (New member) CommanderMichael: sukeban bear :_sprdo:
55:42 | (New member) Antonio Badilla: well, you did nothing at all
55:47 | Börk Börk: When you get punished for not doing homework, you get punsihed for doing literally nothing
55:47 | (New member) Verijero: this fucking brat - t. teacher
55:49 | (New member) CantDood: school is useless anyways
56:07 | (New member) Hikimouto: beatan wa warukunai yo ne?
56:09 | (New member) CantDood: all important things are learned through experience
56:11 | Eric Muller: lol
56:13 | (New member) Cave Johnson: Beatani did nothing wrong
56:14 | (New member) BasedBug: Lazy bear needs to do her reps..
56:16 | No Body: you do based things based on your mood
56:17 | (New member) CommanderMichael: >pissed off because lazy
56:19 | (New member) Ekusupuroshon: I'm lazy too:_sprdo:
56:19 | (New member) Theblekedet: relatable
56:23 | (New member) Stray Wolf: lazy bear 
56:23 | (New member) Moeniki: rude bear
56:25 | (New member) The Flesh Is Weak: lewd:_sprdo:
56:25 | (New member) Nero: delinquent daughter
56:25 | (New member) Megiddo: rude, or lewd?
56:28 | (New member) The Pope: Lazy rude bear
56:31 | (New member) CantDood: :_kita:
56:32 | (New member) max r: guma
56:33 | (New member) LoneRanger25: She's just like us, dads...
56:33 | (New member) Mister Eko: Words to live by
56:34 | Monster hmc: warukunai yone
56:35 | (New member) Ekusupuroshon: she's lewd???
56:38 | Eric Muller: cute and funny, or angry and lazy?
56:40 | (New member) Lazm: angry lewd bear
56:42 | (New member) anonEDM: just like dad
56:43 | (New member) Theblekedet: bear throwing temper tantrum
56:45 | (New member) imalittle cupcake: I love my daughter...
56:51 | Ark K.: beatani is a bakatare
57:12 | (New member) The Pope: Bea...
57:12 | Sheep: this is fun
57:14 | (New member) Ekusupuroshon: Is your mom my wife?
57:17 | (New member) Theblekedet: huh?
57:20 | (New member) hohoemikuma: aw...
57:20 | (New member) Mister Eko: I'm scared
57:22 | (New member) Lazm: no she's my wife
57:23 | (New member) Stray Wolf: scary... 
57:25 | (New member) LoneRanger25: え
57:29 | (New member) The Flesh Is Weak: gyaru...
57:30 | Monster hmc: lewd?
57:32 | Question Box: >80 years old
57:36 | ChefHART: its ok you make your dads cry with every tease tweet you do..
57:39 | (New member) Ekusupuroshon: sounds kinda yab
57:40 | No Body: bath?
57:40 | Eric Muller: legally cute and funny
57:45 | (New member) BasedBug: JANNY
57:53 | (New member) The Flesh Is Weak: for free
58:03 | (New member) 77Yuja_: they do it for free
58:05 | (New member) LoneRanger25: She did it for free
58:07 | (New member) Lazm: 🚽🪠🚾🚿🧼🧽
58:08 | (New member) Nasty Yukari: did you do it for free?
58:09 | (New member) Ekusupuroshon: Beatani is a janitor...
58:09 | No Body: did you do it for free?
58:09 | (New member) Mister Eko: yes
58:16 | (New member) Margrave: bath house? 
58:22 | (New member) BasedBug: She did it for free..
58:24 | (New member) Matthew: Beatani is a janny...
58:29 | (New member) The Pope: Working in your bathroom PAYCHECK FREE
58:32 | (New member) Nero: I haven't had a hot bath in half a decade
58:33 | (New member) Canna: Stay at home janitor.
58:36 | (New member) Nasty Yukari: for free... she did it for free...
58:38 | (New member) Stray Wolf: she does it for free
58:39 | (New member) max r: chore
58:40 | (New member) クラガリ葉月: Home job = Chores btw
58:40 | (New member) Theblekedet: You confuses her
58:41 | Question Box: >she doesit for free
58:44 | (New member) Mister Eko: She's talking about doing chores
58:44 | (New member) The Flesh Is Weak: Bea...
58:45 | (New member) Mastigos Wilkins: bea does it for free..
58:45 | stuffed idiot: doing it for free is cringe
58:46 | No Body: (it's a meme)
58:46 | (New member) 77Yuja_: s-sugoi
58:47 | Mr. Gillespie: SHE DOES IT FOR FREE
58:51 | (New member) Mister Eko: lol
58:55 | (New member) BasedBug: Beatani was raised a janny...
58:55 | (New member) Margrave: Bea...
58:55 | (New member) The Pope: She does it for free...
58:55 | (New member) Ludd: she did it in her own home dad, she was not a janny
58:57 | Ark K.: what is (you) saying?
58:58 | SpaceTalon: >she did it for free
58:58 | (New member) Hanabi: "do it for free" is meme
59:00 | SpaceTalon: bros
59:00 | (New member) Matthew: Free? Cringe
59:08 | (New member) Nasty Yukari: for free. you hear that???
59:09 | (New member) anonEDM: You will never get a bear to clean your back
59:09 | (New member) CantDood: search hot pockets
59:09 | VerticalCloud: nothing wrong
59:09 | eeo: someone will have to explain the "for free" meme at some point...
59:10 | (New member) Ludd: it's a meme
59:14 | Sheep: chat is just memeing
59:15 | (New member) The Pope: It's a cringe meme
59:15 | (New member) Verijero: KEK
59:16 | (New member) BasedBug: She did it for free.
59:18 | stuffed idiot: clover meme
59:20 | (New member) Ekusupuroshon: Beatani... the janny...
59:23 | (New member) Zhnigo: it's a silly meme
59:26 | (New member) ThatVidyaGuy: >she does it for free
59:35 | StrangerSeen: x-ray bear!
59:37 | (New member) max r: Janny = Janitor (cleaner) -- also Janny = Moderator (of server)
59:37 | (New member) BasedBug: Internet janitors/moderators don't get paid for their work
59:38 | ChefHART: janny is mod in imageboard
59:39 | (New member) Tachi: Dads can you not throw memes around... FOR FIVE MINUTES?
59:42 | (New member) クラガリ葉月: Just say you got paid in hot pockets.
59:44 | No Body: jannies do it for free in our website
59:46 | (New member) skrong: it's a meme about internet moderators/janitors doing their job for no money
59:50 | (New member) Stray Wolf: not lewd 
59:50 | (New member) Nero: moderator=janny=not paid
59:50 | (New member) Mister Eko: She learns too fast...
59:51 | (New member) Firstname Lastname: not lewd
59:52 | (New member) Ludd: internet janitor clean the forums for free
59:52 | StrangerSeen: Internet moderators don't get paid.
59:54 | (New member) Mastigos Wilkins: janitors clean the boards for free, they dont get paid, not a dime, all day work, no pay
59:55 | (New member) Lazm: laugh at people who work for free
59:57 | (New member) CantDood: not all memes are lewd pleaseeee
59:58 | (New member) anonEDM: janitor is like moderator
59:59 | (New member) Verijero: janny (janitor) = the one that deletes posts on a certain forum 
1:00:03 | SpaceTalon: the Famous Hacker makes the janitors on the basket weaving forum work for free
1:00:05 | (New member) CommanderMichael: >he does it for free
1:00:07 | (New member) Lazm: volunteer is cringe
1:00:08 | (New member) BasedBug: Clean it up, janny!
1:00:11 | (New member) The Pope: Online janitors clean the clover land for free
1:00:16 | Monster hmc: its a meme
1:00:20 | (New member) Matthew: ただで働いていたんですね。
1:00:26 | (New member) Mister Eko: わかる
1:00:30 | (New member) Moeniki: home job=chores
1:00:31 | (New member) Antonio Badilla: chore
1:00:32 | Sheep: we understand!
1:00:33 | (New member) The Flesh Is Weak: :_yah::_sprdo:
1:00:33 | (New member) Mister Eko: home job = chores
1:00:35 | (New member) Theblekedet: Okaay
1:00:35 | (New member) BasedBug: Janitor turned Office Worker turned Bear, crazy
1:00:36 | Horror: lmao confused bea
1:00:36 | (New member) skrong: we understand
1:00:37 | (New member) Ekusupuroshon: asks for explanation but doesn't read the chat, sugoi
1:00:37 | (New member) CantDood: :_yah:
1:00:38 | (New member) Rye Mountain: Understand
1:00:41 | (New member) Sneed Feed: >for free
1:00:43 | (New member) LoneRanger25: わかる
1:00:44 | Herbie Cucumber: Cleaning bathroom = Janitor
1:00:55 | SpaceTalon: the Famous Hacker makes the janitors on the basket weaving forum work for free
1:00:55 | (New member) Stray Wolf: okay
1:00:55 | (New member) JackOfAllBlades [VTuber] [Clipper] [Pogger]: Yes. Chores. Allowance?
1:00:58 | (New member) Ludd: わかる
1:01:01 | (New member) The Pope: なるほど
1:01:03 | stuffed idiot: @Ekusupuroshon this kusogaki is perfect
1:01:09 | Monster hmc: yep
1:01:20 | (New member) CantDood: confused Bea is qt
1:01:31 | (New member) The Flesh Is Weak: yab
1:01:35 | (New member) BasedBug: Too lazy?
1:01:35 | stuffed idiot: NEET bear...
1:01:36 | (New member) Mister Eko: that doesn't sound so bad
1:01:37 | (New member) Ekusupuroshon: Beatani can't even prepare the bath
1:01:47 | (New member) LoneRanger25: キモ
1:01:50 | (New member) Kofi: oops
1:01:50 | (New member) Ekusupuroshon: were did we go wrong...
1:01:51 | stuffed idiot: sure sure...
1:01:57 | (New member) 77Yuja_: foolishness....
1:01:57 | Sheep: aah
1:01:59 | (New member) Verijero: what a crime
1:01:59 | No Body: too busy?
1:02:01 | (New member) Theblekedet: e? maji?
1:02:02 | (New member) Nero: You didn't close the drain?
1:02:02 | Monster hmc: Lazy bear
1:02:05 | (New member) Shippo: please don't say you are lazy, datte honto wa crazy
1:02:09 | (New member) CantDood: wasting water too foolish
1:02:11 | (New member) Matthew: Lazy!
1:02:12 | Ark K.: haha
1:02:14 | (New member) Nero: WHat a dumb bear
1:02:16 | (New member) Mechanized Doge: こいつ本当ダメダメな女だな。。。俺と同じだ（多分）！！！(;'∀')
1:02:33 | (New member) Atomsk: did you ask water you doing??
1:02:35 | (New member) BasedBug: Moms, can you explain?
1:02:40 | (New member) The Flesh Is Weak: foolish:_sprdo:needed a spank...
1:03:03 | (New member) LoneRanger25: :_yah:
1:03:05 | (New member) Ekusupuroshon: Who raised this foolish bear? it sure wasn't me...
1:03:15 | (New member) クラガリ葉月: She lied as easy as she breathed
1:03:17 | (New member) Theblekedet: >She did it again
1:03:21 | (New member) The Pope: "I will be careful tomorrow" - A woman who was not careful tomorrow
1:03:23 | (New member) Verijero: procastrinating bear...
1:03:26 | Sheep: kek
1:03:27 | (New member) Lazm: we don't believe in hitting in this house
1:03:27 | (New member) Moeniki: sasuga
1:03:29 | VerticalCloud: we all do the same lol
1:03:33 | (New member) CantDood: damn parents hate that yea
1:03:34 | (New member) Matthew: Kusobea...
1:03:34 | stuffed idiot: foolish kuma...
1:03:38 | Sheep: ahah
1:03:40 | (New member) Nero: 7 day time loop bear
1:03:40 | (New member) BasedBug: Careless kuma..
1:03:42 | No Body: uh oh
1:03:44 | Ark K.: ah, she is our child.
1:03:45 | (New member) Sneed Feed: foolish bea...
1:03:47 | (New member) Moeniki: ADD bear...
1:03:48 | (New member) Mister Eko: lol
1:03:50 | (New member) 77Yuja_: carelessness....
1:03:58 | (New member) クラガリ葉月: なぜか。なぜなの。
1:03:59 | (New member) Sol Codguy: And this continued for a whole week? lol
1:04:10 | (New member) CantDood: lmao
1:04:11 | (New member) Nasty Yukari: attention deficit daughter...
1:04:11 | (New member) BasedBug: She forgot her bath reps
1:04:21 | (New member) The Flesh Is Weak: :_sprdo:
1:04:25 | (New member) Mister Eko: >She believed me then
1:04:27 | stuffed idiot: kusogaki....
1:04:30 | (New member) max r: lol
1:04:32 | (New member) クラガリ葉月: Poor mama.
1:04:32 | Sheep: ahahah
1:04:40 | (New member) Idle Bear: Trolling poor mom
1:04:41 | (New member) 77Yuja_: BIG mistake
1:04:42 | (New member) The Pope: 連続で。。。
1:04:45 | Monster hmc: dissapointment bear
1:04:50 | (New member) CommanderMichael: oh beatani...
1:04:53 | (New member) Mister Eko: you did everything wrong, again
1:04:59 | (New member) Ekusupuroshon: This Kusogaki why does she not understand...
1:05:00 | (New member) Theblekedet: are you?
1:05:02 | (New member) クラガリ葉月: お尻ペンペン時ね。
1:05:08 | (New member) The Flesh Is Weak: sociopath:_sprdo:
1:05:12 | (New member) BasedBug: -4 points on the chores test
1:05:19 | (New member) Lazm: 🧊🛁🤬:_sprdo:sorry momma
1:05:19 | (New member) CantDood: peak kusogaki
1:05:22 | (New member) Nasty Yukari: shameful display
1:05:23 | (New member) The Pope: Warukunaiyo ne
1:05:27 | BakedBanana: oh
1:05:36 | (New member) Theblekedet: not really convincing with that cheeky smile
1:05:42 | No Body: ...
1:05:46 | (New member) skrong: what were you doing instead?
1:05:50 | (New member) Matthew: So foolish
1:05:52 | (New member) Rye Mountain: ...
1:05:52 | (New member) The Pope: O-oh
1:05:54 | Ark K.: next day again
1:05:55 | Monster hmc: eternal failure bear 
1:05:58 | Sheep: oh man lol
1:05:59 | (New member) imalittle cupcake: Daughter...
1:06:02 | (New member) Mister Eko: how do you kept doing that for a whole week
1:06:04 | (New member) Ekusupuroshon: An entire week of mistakes... this Kusogaki
1:06:06 | (New member) Sol Codguy: :_bea:...
1:06:09 | (New member) BasedBug: Wow. Amazing
1:06:12 | (New member) ThatVidyaGuy: oh...
1:06:16 | (New member) Theblekedet: :_bea:...
1:06:19 | Monster hmc: lol
1:06:20 | stuffed idiot: bullying mom for a whole week 流石
1:06:21 | (New member) The Pope: :_bea:...
1:06:21 | (New member) クラガリ葉月: And that's when you were given up for adoption.
1:06:24 | (New member) Sneed Feed: kusogaki bear
1:06:24 | (New member) BasedBug: And you were 18?!
1:06:25 | (New member) Fake Name: ...
1:06:25 | (New member) Antonio Badilla: Can't even do a janny's job...
1:06:26 | (New member) Moeniki: かわいそう
1:06:26 | (New member) CantDood: :c
1:06:26 | Durbov: pain
1:06:28 | (New member) LoneRanger25: :_bea: ...
1:06:28 | (New member) Mister Eko: SHE HAD A POINT
1:06:31 | (New member) Nasty Yukari: Shameful display.....
1:06:31 | (New member) Canna: Daughter had the beef brain 
1:06:32 | Ark K.: poor mamatani
1:06:32 | Question Box: on the 7th day for Christmas, my true love said to me... 
1:06:34 | Sheep: this is an epic
1:06:36 | (New member) Matthew: Pain-kuma...
1:06:41 | (New member) Ekusupuroshon: Shamufuru dispurai!!!!
1:06:44 | (New member) Steven Frati: pain
1:06:44 | (New member) Nero: She failed at being a janny for free
1:06:45 | (New member) Zhnigo: F for bear mom
1:06:46 | (New member) Fake Name: Bea you're making your mamma cry
1:06:48 | (New member) Lazm: bully mom bear
1:07:02 | (New member) Cave Johnson: bea check yo head
1:07:05 | (New member) The Pope: ダメくま
1:07:09 | (New member) Nero: Oh no does this story somehow keep going
1:07:14 | (New member) クラガリ葉月: 人間じゃねえ。
1:07:16 | (New member) Theblekedet: heh
1:07:18 | (New member) CantDood: MAMA BEAR LOVE
1:07:18 | Monster hmc: bea really loves to bully her parent. . . 
1:07:20 | (New member) Mechanized Doge: >Prime Minister Shinzo Abe is disappointed at how lazy young Japanese people are...
1:07:35 | (New member) Ekusupuroshon: Dame ningen lol.
1:07:49 | (New member) BasedBug: Blame it on the parents, huh?
1:07:58 | No Body: ouch
1:08:01 | (New member) Ludd: useless bear...
1:08:02 | Herbie Cucumber: LMAO
1:08:03 | Eric Muller: awwww
1:08:05 | (New member) LoneRanger25: This is how people get disowned...
1:08:06 | (New member) The Pope: "This is your fault, mom lol"
1:08:08 | (New member) skrong: bea...
1:08:10 | (New member) Lazm: 🧊🛁😩💦.:_sprdo:sorry mama
1:08:10 | (New member) クラガリ葉月: 人間じゃねえし!
1:08:14 | (New member) hohoemikuma: patience and love for your child
1:08:17 | (New member) Matthew: Beatani can't work
1:08:17 | (New member) Nero: Bear....
1:08:19 | (New member) Ekusupuroshon: Even if you're foolish we love you Bea
1:08:25 | (New member) Theblekedet: self-deprecating bear..
1:08:29 | stuffed idiot: so Beatani did nothing wrong なるほど
1:08:29 | (New member) CantDood: :_bea:...
1:08:31 | StrangerSeen: Beartani just wants to pero pero listener-chan don't believe her lies.
1:08:33 | Tanaka - KFP Workers Union: hey Beatani, I love your Slay the Spire streams 💟
1:08:33 | Sheep: your mom gave up lol
1:08:39 | (New member) BasedBug: Big brain thinking
1:08:40 | (New member) Megiddo: Bear can work, it's just she works on art/music/etc
1:08:42 | (New member) Rye Mountain: Fired from home chores...
1:08:46 | (New member) Matthew: Got fired from a job you did for free?
1:08:49 | (New member) クラガリ葉月: ヒドイ
1:08:53 | (New member) Lazm: i still believe in you beatani. dad doesn't give up on baby.
1:08:54 | eeo: impressive
1:08:54 | (New member) JackOfAllBlades [VTuber] [Clipper] [Pogger]: "And this was my TED Talk on How to Get Out of Doing Chores", Beatani
1:08:55 | (New member) The Pope: All she wanted was a hot bath...
1:08:56 | (New member) Tachi: Is this why you don't like chores?
1:08:57 | (New member) CantDood: eehhh
1:09:02 | (New member) Stray Wolf: incredible 
1:09:08 | (New member) Ludd: getting fired from chores, holy based
1:09:11 | No Body: did you learn from your mistakes?
1:09:17 | (New member) クラガリ葉月: Wasn't your mom more pissed off than you?
1:09:18 | (New member) Nero: sasuga
1:09:18 | Ark K.: beatani chan ganbatte
1:09:19 | (New member) The Flesh Is Weak: dumb imouto
1:09:20 | (New member) max r: shes just doesnt like work
1:09:23 | (New member) BasedBug: Is preparing the bath better than killing caterpillars?
1:09:26 | Eric Muller: lol
1:09:29 | Mr. Gillespie: lazy bear
1:09:40 | Juvisy: That story is too relatable... 
1:09:44 | (New member) CantDood: sasuga
1:09:48 | (New member) Lazm: no you didn't lol
1:09:55 | (New member) クラガリ葉月: I don't really think you did..
1:10:05 | (New member) Lazm: plane?? 💲
1:10:08 | (New member) Ekusupuroshon: Are the XP hills ok? has Bea not set them in fire already?
1:10:12 | (New member) Mister Eko: Delinquent Gyaru OL Bear
1:10:12 | rev: Nice
1:10:13 | (New member) The Pope: えらい！
1:10:14 | Eric Muller: Good bear
1:10:15 | (New member) Lazm: okane 💲
1:10:15 | stuffed idiot: hush money for the bullying
1:10:18 | (New member) Mechanized Doge: ほう
1:10:18 | (New member) Matthew: Money makes everything better
1:10:18 | Sheep: nice
1:10:18 | (New member) BasedBug: Based child
1:10:19 | (New member) Sol Codguy: good daughter
1:10:21 | No Body: honor restored
1:10:22 | (New member) クラガリ葉月: OL:_bea:???
1:10:23 | (New member) Theblekedet: that's good
1:10:25 | (New member) Fake Name: Erai
1:10:27 | (New member) Idle Bear: nice
1:10:27 | (New member) The Flesh Is Weak: money can't buy love:_sprdo:
1:10:31 | (New member) gyroninja: sweet bear
1:10:32 | Ark K.: good daughter
1:10:33 | (New member) Mister Eko: That's actually very based
1:10:44 | Mr. Gillespie: cute
1:10:46 | (New member) Lazm: Mom can't be angry when you give mother 💲. good strategy.
1:10:46 | (New member) max r: If I give money to my daughter, and my daughter gives money to her mother, where does the money end up ?
1:10:50 | (New member) Mechanized Doge: えらい！！！(´ﾟдﾟ｀)
1:10:50 | (New member) Ekusupuroshon: Money is life 💰
1:10:50 | (New member) Nero: Good daughter, earning money from her dads on her internet job
1:10:57 | (New member) anonEDM: Daughter love restored
1:11:03 | (New member) Hanabi: hey that makes two of us
1:11:05 | (New member) クラガリ葉月: OLベアタニ。。。嘘ね。
1:11:08 | (New member) 77Yuja_: a bribe
1:11:09 | (New member) Matthew: Bank of Beatani 💰
1:11:09 | (New member) Nero: Give her some crabs
1:11:12 | (New member) CantDood: but what about love...
1:11:18 | (New member) Mechanized Doge: money is one thing, saving is one thing, but one should spend it to enjoy life itself within reason.
1:11:29 | (New member) The Pope: ADHD bear...
1:11:30 | knull: just like me...
1:11:30 | (New member) Tachi: ADHD?
1:11:36 | (New member) Mechanized Doge: (ONE OF US)
1:11:37 | (New member) Ekusupuroshon: ADD bear?:_sprdo:
1:11:41 | No Body: pls no
1:11:41 | (New member) Moeniki: Really?
1:11:43 | (New member) Lazm: beatani invested all her OL money into crypto and it's very rich best.
1:11:44 | (New member) The Flesh Is Weak: □:_sprdo:
1:11:45 | Sheep: LORE!
1:11:46 | (New member) BasedBug: As she laughs
1:11:46 | (New member) LoneRanger25: So the meds are real...
1:11:47 | (New member) Theblekedet: it's real
1:11:48 | (New member) Fake Name: Relatable
1:11:49 | Mr. Gillespie: ah..
1:11:51 | zach LoL: Hello Kumaaaa!!!!!
1:11:53 | (New member) Moeniki: □
1:11:57 | (New member) Margrave: LOL
1:11:57 | (New member) imalittle cupcake: meds AWAY
1:11:59 | stuffed idiot: the meds...
1:11:59 | (New member) hohoemikuma: meds 💊 :_sprdo: 
1:11:59 | (New member) BasedBug: The meds! Don't forget them!
1:12:00 | Eric Muller: lol
1:12:00 | (New member) The Pope: KUSURI NO, AWAY
1:12:01 | (New member) The Flesh Is Weak: 💊:_sprdo:
1:12:01 | (New member) Matthew: Meds, now 💊
1:12:02 | (New member) Idle Bear: :_sprdo:
1:12:02 | (New member) Mister Eko: Is this bear literally perfect?
1:12:02 | (New member) Ekusupuroshon: Bea... Your meds 💊💊💊
1:12:03 | Chorizus: luhmao
1:12:05 | (New member) Zhnigo: □ 💊
1:12:06 | Ark K.: why are you laughing?
1:12:06 | (New member) RueTobas: I thought adhd meds were illegal in Japan
1:12:07 | Question Box: now its all making sense 
1:12:08 | (New member) 77Yuja_: high bear...
1:12:08 | (New member) Cave Johnson: WONDERFUL
1:12:09 | Mr. Gillespie: don't take them bea!
1:12:09 | (New member) LoneRanger25: 💊:_sprdo:
1:12:09 | (New member) Nasty Yukari: looks like you didn't follow his advice
1:12:12 | No Body: oh man
1:12:14 | (New member) Rye Mountain: Yep happened to me too... Stopped taking them as a adult though
1:12:15 | (New member) Mechanized Doge: nah screw that, taking pills because you have ADHD is a major scam, don't let them drug you
1:12:18 | (New member) フェットチーネ: 💊:_dayo:
1:12:18 | (New member) Ekusupuroshon: AWAY
1:12:19 | (New member) ThatVidyaGuy: 💊
1:12:21 | rev: 草
1:12:21 | (New member) CommanderMichael: pls bea.... 💊 ⚕
1:12:24 | (New member) Lazm: menhara bear 🧠:_sprdo:
1:12:24 | (New member) Tachi: 💊
1:12:25 | (New member) Theblekedet: kek
1:12:29 | knull: I love this bear
1:12:34 | (New member) Fake Name: I haven't taken my adhd meds in half a year
1:12:35 | (New member) The Pope: 💊...
1:12:40 | (New member) Ekusupuroshon: Take your meds chat 💊💊
1:12:40 | (New member) max r: 💊
1:12:43 | (New member) フェットチーネ: >面白かった
1:12:44 | Sheep: nice!
