-3:18 | (New member) LassesAffar: 30????
2:39:20 | (New member) Margrave: oh boy...
2:39:22 | (New member) Suukotto Funsha: 👏👏👏👏
2:39:22 | cristy: yeah there were interesting and tasty breakfasts
2:39:25 | (New member) LapanNaxela: finn won
2:39:26 | (New member) BasedBug: I think we're all winners tonight
2:39:28 | (New member) Mechanized Doge: RTA
2:39:30 | (New member) The Flesh Is Weak: IKZ
2:39:36 | (New member) Mister Eko: the butter...
2:39:44 | (New member) max r: 2 eggs guys ikz
2:39:46 | (New member) Mister Eko: CUTE
2:39:47 | (New member) Rye Mountain: Mämmi was the best one
2:39:48 | (New member) Steven Frati: Good work culinary dads.
2:39:50 | cristy: a lot of cereal lol
2:39:55 | (New member) BasedBug: I'd vote for mammi
2:39:57 | (New member) The Flesh Is Weak: :_yah:
2:39:57 | (New member) Nasty Yukari: I vote for TRADITIONAL CUISINE FROM FINLAND
2:39:59 | (New member) Margrave: 2 eggs 💪
2:40:01 | Sheep: mammi winner
2:40:08 | (New member) Suukotto Funsha: So many delicious breakfasts
2:40:13 | (New member) max r: I like the guy who circled the picture of the Finnish breakfast.
2:40:15 | (New member) Mister Eko: pretty good
2:40:18 | (New member) Peer: slavbro with smeatana and bliny :_sprdo:
2:40:20 | (New member) Mister Eko: raw egg...
2:40:20 | (New member) BasedBug: BASED
2:40:20 | (New member) Mechanized Doge: I vote for HONG KONG TRADITIONAL BREAKFAST
2:40:21 | (New member) Luginov: egg shell chama..
2:40:23 | (New member) Tachi: E G G
2:40:23 | (New member) Moeniki: egg shell:_away:
2:40:24 | (New member) Ignatius: Maybe the real breakfast was the friends we made along the way
2:40:24 | (New member) Margrave: Egg shell dad...
2:40:25 | anon: lol
2:40:25 | (New member) Theblekedet: eggshells
2:40:27 | (New member) ThatVidyaGuy: snake dad...
2:40:27 | sleepy: heh
2:40:27 | (New member) CommanderMichael: the raw egg guy ahahaha
2:40:28 | (New member) Antonio Badilla: kek
2:40:28 | (New member) Mister Eko: lol
2:40:29 | (New member) Zhnigo: snake dad
2:40:31 | Cyshio: EGG
2:40:31 | (New member) Rye Mountain: Calcium breakfast
2:40:33 | cycochaos2: so many good ones
2:40:37 | Shiroi Fenrir白: lol
2:40:39 | (New member) max r: hebi san
2:40:42 | (New member) Tuffee: lmao
2:40:45 | (New member) The Flesh Is Weak: tetaho
2:40:46 | (New member) ThatVidyaGuy: tetaho!
2:40:47 | (New member) Mechanized Doge: vote for me plox
2:40:47 | (New member) Margrave: Plain noodle chama....:_pain::_pain::_pain:
2:40:48 | (New member) darukaru: The saddest udon
2:40:52 | cycochaos2: Dads showed up big for this.
2:40:54 | (New member) BasedBug: SodaBreadSan..
2:40:54 | sleepy: udon in water kek
2:41:00 | (New member) Mechanized Doge: >water udon
2:41:04 | (New member) Luginov: :_sprdo:
2:41:04 | (New member) Moeniki: :_sprdo::_sprdo::_sprdo:
2:41:08 | (New member) Margrave: Finnish :_sprdo:
2:41:09 | (New member) Peer: finland breakfast :_sprdo:
2:41:11 | cristy: Finland breakfast best
2:41:12 | (New member) XenMaster220: DYRBI
2:41:13 | (New member) The Flesh Is Weak: of course:_sprdo:
2:41:14 | (New member) Tachi: :_sprdo::_sprdo:
2:41:14 | (New member) ThePlatinumCan: OF COURSE
2:41:14 | (New member) max r: yes, finnland breakfast is my favorite.
2:41:15 | (New member) Rye Mountain: Remote kid...
2:41:15 | (New member) Moeniki: Remote kid wins
2:41:16 | (New member) Mister Eko: this is too funny
2:41:17 | (New member) Margrave: Remote kid!
2:41:17 | yes: remote kid
2:41:18 | Denied: of course
2:41:18 | (New member) CommanderMichael: >1 cigarettes 
2:41:19 | stuffed idiot: of course!
2:41:19 | (New member) Mechanized Doge: フィンランドのやつはグーグルだよ
2:41:19 | sleepy: remote kid..
2:41:20 | (New member) Ekusupuroshon: PNGtuber breakfast
2:41:21 | (New member) david johnston: the bully never ends.... 
2:41:22 | パナナナダ: remote kid baased
2:41:24 | (New member) ZVN: Remote kid's looks so good
2:41:24 | (New member) Steven Frati: Citric Acid Activated Raw Egg bowl
2:41:24 | (New member) Antonio Badilla: coke air
2:41:25 | (New member) Lodowa Wrozka: let indian kid win
2:41:28 | (New member) BasedBug: MAMMI BEST
2:41:30 | (New member) Rye Mountain: BEST PICTURE
2:41:30 | (New member) max r: definitely not Obama picture dad
2:41:31 | Denied: coke air
2:41:33 | (New member) david johnston: good for farming laughs though
2:41:35 | Denied: MAMMI WINNER
2:41:36 | (New member) Theblekedet: best
2:41:36 | (New member) XenMaster220: kek
2:41:37 | (New member) Margrave: Finnish again
2:41:37 | (New member) Tianfang's Adventures: mammi best
2:41:39 | (New member) The Flesh Is Weak: mämmi love
2:41:40 | sleepy: kek
2:41:40 | (New member) Nasty Yukari: based Finnish cuisine
2:41:44 | Theodore Kaczynski: BEAR MOMMY
2:41:45 | (New member) Suukotto Funsha: Based Finn
2:41:48 | (New member) Tianfang's Adventures: ah the 2nd best
2:41:49 | (New member) Mechanized Doge: >no comment
2:41:51 | (New member) Margrave: Ojisan...
2:41:53 | (New member) Mister Eko: cookie bros
2:41:53 | (New member) Alaor B: banana + panties 
2:41:55 | sleepy: baby meal
2:41:56 | Jor Leifur: ant dad...
2:41:57 | (New member) Theblekedet: antdad
2:41:59 | (New member) darukaru: False shimapan 
2:42:00 | Pine: phone bros....
2:42:05 | (New member) The Flesh Is Weak: gaggoi:_sprdo:
2:42:09 | (New member) Nasty Yukari: groomerchama...
2:42:17 | (New member) Margrave: Fancy dad 
2:42:29 | (New member) Mister Eko: sunlight / 10
2:42:33 | (New member) Alaor B: Argentina bro...
2:42:35 | (New member) CantDood: the finnish are too powerful
2:42:37 | (New member) max r: great
2:42:38 | (New member) Moeniki: based bee dad
2:42:39 | (New member) Theblekedet: beekeeperdad
2:42:44 | (New member) Ekusupuroshon: pepeloni
2:42:44 | (New member) Margrave: 😄
2:42:46 | sleepy: I love this one!!
2:42:47 | (New member) Luginov: bee dads is pretty good
2:42:50 | Andrew Ryan: meat
2:42:53 | (New member) Margrave: Texas dad! 
2:42:54 | (New member) max r: burgerdad
2:42:57 | (New member) BasedBug: I'd vote for the chicken and gravy
2:42:57 | (New member) Peer: acrylic bro
2:43:02 | (New member) Theblekedet: fried meds dad
2:43:03 | (New member) Ekusupuroshon: deep fried meds
2:43:10 | (New member) The Flesh Is Weak: :_mug::_mug::_mug:
2:43:11 | (New member) Sleep: based steak and egg
2:43:13 | (New member) Mister Eko: regular sized croquettes, actually
2:43:16 | (New member) Mechanized Doge: >his mini croquet is only 2 inches long
2:43:18 | (New member) Margrave: CIA dad
2:43:19 | (New member) max r: fried meds made me laugh too hard...
2:43:25 | (New member) Suukotto Funsha: Spy dad
2:43:29 | (New member) Zhnigo: what is that sausage made of
2:43:31 | (New member) Alaor B: he photoshopped he waifu out of the pic
2:43:37 | (New member) max r: tablecloth guy
2:43:39 | eeo: greychad
2:43:39 | (New member) Theblekedet: tshirtdad
2:43:59 | bejad007: inb4 the winner is Raziel....
2:44:00 | (New member) max r: breakfast=dinner dad
2:44:13 | (New member) Theblekedet: ricedad
2:44:13 | (New member) Ekusupuroshon: watamelon juice!!
2:44:15 | (New member) The Flesh Is Weak: watamelon....
2:44:23 | (New member) Mister Eko: same
2:44:23 | (New member) Margrave: lol
2:44:27 | (New member) Alaor B: watamelon juice is gonna win?
2:44:28 | (New member) Mechanized Doge: ちゃんとしたリストつくれば
2:44:30 | (New member) BasedBug: beans..
2:44:33 | (New member) Mister Eko: the perfect toast one is the best
2:44:34 | (New member) Margrave: Brit beans
2:44:35 | (New member) Theblekedet: beandad
2:44:40 | (New member) max r: watamelon juice bros
2:44:48 | Andrew Ryan: peas...
2:44:54 | (New member) ThatVidyaGuy: this dad's eatin beans
2:44:54 | (New member) Antonio Badilla: Norteño bro is going to win
2:44:56 | (New member) max r: he said its coffee...
2:45:00 | パナナナダ: 10/10 presentation
2:45:01 | (New member) Mechanized Doge: これは良い
2:45:02 | (New member) Theblekedet: benedictdad
2:45:04 | (New member) Alaor B: either the toast or this one
2:45:05 | (New member) The Flesh Is Weak: asbargus:_sprdo:
2:45:08 | (New member) Shippo: aspergers love
2:45:10 | (New member) nona: Aspergers dads keep on winning
2:45:15 | sleepy: photoshop dad
2:45:23 | (New member) Mister Eko: wakaru
2:45:25 | (New member) Theblekedet: shopped plate
2:45:34 | (New member) Mechanized Doge: いや、一番いいやつを別のリストに入り、そのリストから選ぶとか。
2:45:34 | (New member) Ekusupuroshon: charcoal dad...
2:45:35 | (New member) Mister Eko: dark matter
2:45:39 | (New member) 77Yuja_: ??
2:45:40 | (New member) The Flesh Is Weak: G R E E N
2:45:41 | SpaceTalon: omllete with ALL THE EGGS 😆
2:45:42 | (New member) Margrave: black chilli 
2:45:47 | (New member) Theblekedet: dark matter dad
2:45:52 | (New member) Peer: :_love:
2:45:59 | (New member) max r: mix style
2:46:01 | (New member) Mechanized Doge: これもいい
2:46:06 | (New member) The Flesh Is Weak: :_sprdo:
2:46:19 | (New member) Ekusupuroshon: elegantic
2:46:26 | (New member) Mechanized Doge: スウェーデンのやつはとくに面白い
2:46:27 | (New member) Theblekedet: gourmet dessert
2:46:27 | (New member) Moeniki: culinary breakfast
2:46:35 | (New member) Mister Eko: perfect toast!
2:46:43 | (New member) max r: nice presentation dad
2:46:44 | (New member) ThePlatinumCan: Nearly all submissions looks very tasty, good job~
2:46:49 | (New member) Zhnigo: just take a bit out of each
2:46:49 | (New member) BasedBug: You've all made wonderful breakfasts
2:46:51 | (New member) gyroninja: Hmmm
2:46:51 | (New member) Tachi: :_sprdo:
2:46:57 | (New member) max r: especially the Finnish breakfast...
2:47:07 | (New member) Mister Eko: very good work dads
2:47:10 | (New member) Luginov: choose :_listener:
2:47:14 | Sheep: she is gonna choose the noodle one
2:47:14 | (New member) Ignatius: This was a lot of fun
2:47:18 | (New member) Theblekedet: :_listener:
2:47:19 | (New member) Mechanized Doge: おっと？！
2:47:22 | (New member) Moeniki: :_kita::_kita::_kita:
2:47:24 | (New member) max r: :_listener:
2:47:24 | (New member) Mechanized Doge: she's presenting!!
2:47:26 | Shiroi Fenrir白: drum roll
2:47:26 | (New member) Theblekedet: :_pain:
2:47:27 | (New member) david johnston: :_kita::_kita::_kita::_kita::_kita:
2:47:29 | (New member) Ekusupuroshon: Doki Doki!
2:47:29 | Andrew Ryan: ikz
2:47:29 | (New member) Mister Eko: I'm nervous 
2:47:30 | (New member) Suukotto Funsha: Who will win?
2:47:30 | (New member) BRAD AEON 720: and the winner is...
2:47:35 | (New member) Mechanized Doge: :_kita::_kita::_kita:
2:47:36 | (New member) Alaor B: *fast typing noises*
2:47:40 | stuffed idiot: IKZ
2:47:40 | (New member) Tachi: :_kita::_kita:
2:47:40 | (New member) BasedBug: Oh boy..
2:47:40 | Andrew Ryan: キター！
2:47:41 | (New member) The Flesh Is Weak: IKZ:_sprdo::_sprdo::_sprdo:
2:47:41 | (New member) Theblekedet: me too
2:47:44 | (New member) Lodowa Wrozka: please be me
2:47:45 | (New member) Margrave: Get the mugs ready
2:47:46 | (New member) Rye Mountain: :_kita::_kita::_kita:
2:47:46 | SpaceTalon: breakfest time HERE WERE GOOOOOOOOOOOOOOOOOOOO
2:47:46 | bejad007: RAZIEL win
2:47:46 | (New member) ThePlatinumCan: :_kita::_kita::_kita:
2:47:48 | (New member) anonEDM: :_kita:
2:47:48 | (New member) WizJR W: Let the best dad feed beatani
2:47:51 | (New member) max r: pain
2:47:51 | (New member) Moeniki: you will choose mine, right?:_listener:
2:47:51 | Pine: shes stalling
2:47:55 | (New member) Alaor B: I won
2:47:56 | (New member) Theblekedet: :_pain::_pain:
2:47:57 | (New member) ThePlatinumCan: I'm getting nervous too >.<
2:47:58 | (New member) Tachi: :_pain:
2:47:59 | (New member) darukaru: :_pain::_pain::_pain:
2:48:00 | Andrew Ryan: ねー
2:48:00 | (New member) Margrave: :_pain::_pain::_pain:
2:48:02 | (New member) Ekusupuroshon: :_pain::_pain::_pain:
2:48:02 | (New member) anonEDM: :_pain:
2:48:02 | (New member) Luginov: :_pain:
2:48:03 | SpaceTalon: PAIN LETS GOOOOOOOOOOOOOOOOOO
2:48:03 | (New member) CommanderMichael: pain dayo
2:48:04 | (New member) ZVN: It's remote kids entry
2:48:05 | (New member) BRAD AEON 720: :_chihiro:
2:48:05 | (New member) Tuffee: :_pain::_pain::_pain:
2:48:06 | (New member) Peer: :_pain:
2:48:06 | (Owner) Beatani Ch. 熊谷ちさと: :_pain::_pain::_pain::_pain::_pain::_pain::_pain::_pain::_pain:
2:48:07 | (New member) gyroninja: Don't worry I'll understand in a few seconds
2:48:08 | (New member) ThePlatinumCan: :_pain::_pain::_pain:
2:48:08 | (New member) Canna: :_pain::_pain:
2:48:09 | (New member) BasedBug: :_pain:
2:48:09 | (New member) XenMaster220: :_pain::_pain:
2:48:11 | (New member) Moeniki: :_pain::_pain::_pain::_pain:
2:48:11 | (New member) Nasty Yukari: PREPARE YOUR MUGS!!
2:48:12 | (New member) Lodowa Wrozka: i want to win
2:48:12 | (New member) Tachi: :_pain::_pain::_pain::_pain::_pain::_pain:
2:48:13 | (New member) Kofi: :_pain:
2:48:13 | (New member) max r: :_pain:
2:48:14 | (New member) Hanabi: :_pain:
2:48:14 | (New member) anonEDM: Pain kuma
2:48:14 | (New member) Theblekedet: :_pain::_pain::_pain:
2:48:14 | (New member) Momiji Channel: :_pain::_pain::_pain:
2:48:15 | (New member) Luginov: :_pain::_pain::_pain::_pain:
2:48:16 | (New member) ThatVidyaGuy: Only the best dad will survive:_pain::_pain::_pain::_pain:
2:48:16 | (New member) Alaor B: :_pain::_pain::_pain::_pain::_pain::_pain::_pain::_pain::_pain:
2:48:17 | (New member) Zhnigo: :_pain:
2:48:18 | (New member) Einaer: :_pain::_pain::_pain:
2:48:18 | (New member) Zia: :_pain:
2:48:18 | (New member) The Flesh Is Weak: :_sprdo::_sprdo::_sprdo::_sprdo:
2:48:19 | (New member) Antonio Badilla: :_pain::_pain::_pain:
2:48:21 | (New member) Mechanized Doge: :_pain::_pain::_pain:
2:48:24 | (New member) nona: If it's not remote kids I unsubscribe
2:48:25 | (New member) david johnston: :_pain::_pain::_pain::_pain:
2:48:26 | (New member) Ignatius: :_pain::_pain::_pain::_pain:
2:48:31 | (New member) Alaor B: I'm holding my mug, its life depends on you
2:48:39 | (New member) The Flesh Is Weak: PREPARE YOUR:_mug:
2:48:39 | (New member) BasedBug: Mammi or riot
2:48:39 | bejad007: india dad....
2:48:52 | (New member) Moeniki: top 5 maybe?
2:48:53 | (New member) ThatVidyaGuy: RATE THE STREAM
2:48:53 | (New member) Zhnigo: :_handreps::_handreps::_handreps:
2:48:56 | (New member) Canna: The suspense 
2:48:58 | (New member) Mister Eko: PERFECT TOAST LET'S GOOOO
2:48:58 | (New member) XenMaster220: TIMELOOP!!!:_meds::_meds:
2:48:59 | Pine: she ran away
2:49:00 | (New member) Theblekedet: I'm ready with mt mug
2:49:01 | (New member) Ignatius: I bet it's the steak and eggs guy
2:49:01 | (New member) max r: based remote kid breakfast
2:49:07 | (New member) Steven Frati: :_pain::_pain::_pain:
2:49:07 | (New member) Tachi: :_meds:
2:49:08 | (New member) BasedBug: 72kg/10
2:49:09 | (New member) Mechanized Doge: The one who sent the cursed girl voice one is out of the contest.
2:49:09 | (New member) LassesAffar: do top 5?
2:49:10 | (New member) The Flesh Is Weak: :_uooooohh::_uooooohh::_uooooohh::_uooooohh:
2:49:11 | (New member) Kyle: I'm rooting for DIY merch dad
2:49:11 | (New member) Tianfang's Adventures: oh man
2:49:12 | sleepy: Good job dads! It was a fun stream
2:49:14 | Andrew Ryan: PAIN
2:49:15 | (New member) Sleep: steak and eggs/10
2:49:16 | (New member) Moeniki: :_pain::_pain::_pain:
2:49:17 | (New member) LassesAffar: probable hotate
2:49:17 | (New member) Suukotto Funsha: :_pain:
2:49:18 | (New member) AnomalousRaven: do NOT forget the song
2:49:18 | cycochaos2: No winner/10
2:49:19 | (New member) Margrave: :_pain::_away::_pain::_away::_pain::_away:
2:49:20 | (New member) Steven Frati: She's going to pick something sweet.
2:49:20 | Andrew Ryan: I miss her already
2:49:23 | (New member) Tianfang's Adventures: :_pain::_yah:
2:49:23 | (New member) Herbie Cucumber: :_pain:
2:49:24 | (New member) darukaru: Coffee and cigarette/10
2:49:25 | (New member) ThePlatinumCan: :_pain:
2:49:26 | (New member) CommanderMichael: bea, please take your :_meds: 
2:49:29 | (New member) Lodowa Wrozka: I will send you 25zl if I win
2:49:29 | Jesus capital G: cute ber
2:49:30 | (New member) Margrave: Texas dad wins!
2:49:30 | franklinNOTurtle: toasty
2:49:33 | (New member) max r: just the Finnish guy
2:49:33 | (New member) BasedBug: Coke piss bottles
2:49:34 | (New member) Luginov: WHO
2:49:34 | (New member) Mister Eko: t-shirt tablecloth is also good...
2:49:36 | SpaceTalon: MEAT LOVE
2:49:36 | (New member) Zia: Sad Udon is clearly winner
2:49:39 | (New member) Mechanized Doge: I like the benedict one, personally. 
2:49:39 | (New member) Moeniki: Ganbare texan dad
2:49:40 | (New member) Zhnigo: it's the beans, isn't it
2:49:44 | (New member) Rye Mountain: Mämmi guy
2:49:46 | (New member) Margrave: Meat :_love:
2:49:46 | (New member) Antonio Badilla: watermelon juice
2:49:49 | (New member) Suukotto Funsha: Come on Finn dad that posted a sign
2:49:51 | Hernan: bloro?
2:49:51 | (New member) BasedBug: The BritDad did a great job
2:49:52 | (New member) Mastigos Wilkins: :_chihiro:
2:49:52 | (New member) nona: REMOTE KIDS LOVE
2:49:59 | (New member) Mister Eko: it's totally the beans
2:50:03 | cycochaos2: this suspense...
2:50:05 | (New member) TheTarkus: for me it's banana + shake :_chihiro:
2:50:07 | (New member) The Flesh Is Weak: the Watamages...
2:50:10 | (New member) WizJR W: Remember whatever choice you make, you can never go back
2:50:11 | cristy: will beatani make the dish she chooses?
2:50:11 | Shiroi Fenrir白: microwave fried rice dad wins
2:50:17 | (New member) Mechanized Doge: Please support Hong Kong breakfast and culture, LOVE
2:50:17 | bejad007: ready to unsubscribing
2:50:18 | (New member) Ignatius: I can't take the suspense :_uooooohh::_uooooohh:
2:50:22 | (New member) Tachi: It's gonna be the pantsu guy..
2:50:24 | (New member) Tuffee: I'm ready to break my mug
2:50:26 | (New member) BasedBug: No matter what, I ate and enjoyed my breakfast
2:50:26 | (New member) Canna: Listener chan will remember this 
2:50:28 | (New member) The Flesh Is Weak: :_mug::_mug::_mug:
2:50:36 | (New member) Tianfang's Adventures: [Bad End]
2:50:36 | (New member) Mister Eko: Perfect Toast bros...
2:50:37 | (New member) Moeniki: :_pain:
2:50:37 | bejad007: Kumage onegai
2:50:37 | (New member) Margrave: :_yab::_mug:/10
2:50:37 | (New member) darukaru: birthday/10
2:50:38 | Veranox: @熊谷ちさと Kumagai Chisato Congrats, you've broken it.
2:50:38 | (New member) Mister Eko: WE ARE BACK
2:50:38 | (New member) Zhnigo: WE ALL LOSE
2:50:38 | (New member) Alaor B: noooo not the Watamage
2:50:39 | (New member) Mechanized Doge: もどった！
2:50:40 | (New member) LapanNaxela: back
2:50:40 | (New member) Shippo: :_oha::_dayo:
2:50:40 | Veranox: oh nvm
2:50:40 | (New member) Theblekedet: Return to last checkpoint
2:50:41 | (New member) Margrave: It's back
2:50:41 | SpaceTalon: we are back 
2:50:42 | (New member) Peer: hey hey people
2:50:42 | (New member) Raziel: back
2:50:42 | cristy: shes back
2:50:43 | (New member) Moeniki: :_kita::_kita::_kita:
2:50:44 | (New member) Margrave: :_oha::_dayo:
2:50:44 | (New member) Suukotto Funsha: OBS broke its mug :_mug:
2:50:44 | (New member) Mechanized Doge: :_yah:
2:50:45 | (New member) Zhnigo: :_oha::_dayo:
2:50:45 | (New member) gyroninja: and back
2:50:46 | (New member) BasedBug: Fried meds bros..
2:50:46 | (New member) ZVN: Oh, we back
2:50:47 | swb: we've returned!
2:50:47 | Andrew Ryan: おはだよ
2:50:47 | (New member) Tianfang's Adventures: welcome back
2:50:47 | (New member) CommanderMichael: the timing man
2:50:48 | SpaceTalon: very based
2:50:48 | (New member) 77Yuja_: hey
2:50:48 | (New member) Tuffee: :_oha::_dayo:
2:50:48 | (New member) Rye Mountain: IT'S BACK
2:50:49 | (New member) Canna: It's back
2:50:49 | (New member) LassesAffar: :_oha::_dayo:
2:50:49 | (New member) Idle Bear: back
2:50:50 | sleepy: Yes you're back
2:50:50 | (New member) Nasty Yukari: hey hey hey
2:50:50 | (New member) Mastigos Wilkins: no., bea is still gone
2:50:51 | (New member) WizJR W: back
2:50:52 | (New member) The Flesh Is Weak: :_kita::_kita::_kita:
2:50:52 | SpaceTalon: SAVED
2:50:52 | (New member) Herbie Cucumber: :_oha::_dayo:
2:50:53 | (New member) Steven Frati: XP Hill couldn't handle a breakfast of such magnitude....
2:50:54 | (New member) Momiji Channel: :_kita::_love:
2:50:55 | stuffed idiot: おはだよ！
2:50:56 | cristy: I can
2:50:56 | sleepy: welcome back
2:50:56 | (New member) max r: :_oha::_dayo:
2:50:56 | (New member) Theblekedet: we're back ro the nightmare
2:50:56 | (New member) Peer: :_dayo::_oha:
2:50:57 | (New member) ThatVidyaGuy: HERES HOW Mämmi DAD CAB STILL WIN
2:50:57 | (New member) BasedBug: REFRESH
2:50:58 | (New member) XenMaster220: We're here!!!
2:50:59 | (New member) Alaor B: :_kita::_kita::_kita:
2:51:00 | (New member) Mister Eko: 144p kuma
2:51:00 | (New member) Einaer: :_oha::_dayo:
2:51:01 | cycochaos2: yes
2:51:01 | (New member) ThePlatinumCan: :_kita:
2:51:02 | (New member) XenMaster220: :_oha::_dayo:
2:51:03 | (New member) Hanabi: I think we need an emote for OBS dying
2:51:05 | (New member) Suukotto Funsha: we're back
2:51:06 | (New member) ThatVidyaGuy: :_oha::_dayo:
2:51:07 | (New member) Steven Frati: :_oha::_dayo:
2:51:07 | (New member) Alaor B: bitrate chamas
2:51:07 | bejad007: Kumage arigato
2:51:14 | (New member) gyroninja: :_pain::_pain::_pain:
2:51:17 | (New member) XenMaster220: Benedict Dad!!!
2:51:17 | (New member) Luginov: too many good ones to choose from
2:51:22 | SpaceTalon: aspargers dad I KNEEL
2:51:23 | (New member) Nasty Yukari: obs-kun broke his mug and stopped the stream for a moment there
2:51:24 | (New member) The Flesh Is Weak: :_pain:
2:51:25 | (New member) Moeniki: Is this a good breakfast?
2:51:25 | (New member) Ekusupuroshon: :_mug::_mug::_mug::_mug::_mug::_mug::_mug::_mug::_mug::_mug::_mug:
2:51:27 | (New member) ThePlatinumCan: Kumage love!
2:51:28 | (New member) BasedBug: :_mug: :_mug: :_mug: :_mug:
2:51:28 | (New member) Mister Eko: asparagus are very good
2:51:28 | (New member) Alaor B: pein
2:51:29 | (New member) XenMaster220: :_pain::_pain::_pain:
2:51:30 | sleepy: Congrats benedict dad!
2:51:30 | (New member) Theblekedet: :_pain::_pain::_pain::_pain:
2:51:30 | (New member) Zhnigo: these eggs benedict do be lookin great doe
2:51:30 | (New member) Rye Mountain: Choose the worst one
2:51:32 | (New member) Canna: Well deserved 
2:51:33 | (New member) Ignatius: Hollandaise always wins
2:51:33 | (New member) Alaor B: :_mug::_mug::_mug::_mug::_mug::_mug:
2:51:34 | Sheep: not a bad choice
2:51:34 | (New member) anonEDM: okaeri
2:51:35 | (New member) Antonio Badilla: Runner-ups?
2:51:36 | (New member) Shippo: congrats aspergers dad 
2:51:38 | cristy: its the delicious sauce on top that sells
2:51:40 | cristy: it
2:51:40 | stuffed idiot: DYRBI
2:51:42 | Shiroi Fenrir白: good photo too
2:51:45 | (New member) Zhnigo: even the mammi?
2:51:45 | (New member) Zia: She HATES all the submissions aside from this one...
2:51:45 | cycochaos2: would eat
2:51:46 | (New member) Ekusupuroshon: ....
2:51:50 | (New member) ThePlatinumCan: Why you've chosen this one?
2:51:53 | (New member) Lodowa Wrozka: I lost, unsubscribed
2:51:55 | (New member) Sleep: You cant cook?
2:51:56 | (New member) max r: ok, I will cook it for you.
2:51:59 | (New member) TheTarkus: good pick
2:51:59 | (New member) LassesAffar: imagine the smell...
2:52:00 | bejad007: which one is the worst one?
2:52:03 | (New member) Tachi: Bros.. she hates us..
2:52:10 | (New member) Ignatius: Hard to beat eggs and fried potatoes
2:52:18 | (New member) The Flesh Is Weak: burger dads...
2:52:19 | (New member) Alaor B: Now she will marry the benedict dad and laugh at the others
2:52:19 | Andrew Ryan: vegetables AWAY
2:52:19 | (New member) ThePlatinumCan: Understandable
2:52:20 | (New member) Moeniki: Asparagus makes your pee smell...
2:52:21 | (New member) BasedBug: Vegetables in breakfast is such a non-American idea
2:52:22 | (New member) WizJR W: Just get him to cook for you every breakfast
2:52:23 | stuffed idiot: I'm a bear anti now...
2:52:25 | (New member) Ekusupuroshon: ant dad...
2:52:26 | (New member) Mister Eko: good choice... but the perfect toast...
2:52:29 | (New member) nona: She likes this one, which means she HATES all the others.
2:52:30 | (New member) Zia: So it's the only one she likes.... rough
2:52:32 | (New member) BasedBug: :_mug:
2:52:33 | (New member) Tianfang's Adventures: :_meds: time
2:52:33 | (New member) Canna: I'm a failure 
2:52:35 | (New member) max r: I'm gonna post it after to my twitter , so I'll just say it, thank you Bea!
2:52:36 | (New member) Sleep: hate myself..
2:52:38 | (New member) The Flesh Is Weak: :_mug::_mug::_mug::_mug:
2:52:40 | (New member) Tuffee: :_mug::_listener:
2:52:40 | (New member) Hanabi: :_mug:
2:52:41 | (New member) Zhnigo: dads are so high maintenance
2:52:41 | (New member) Alaor B: :_mug::_mug::_mug::_mug:
2:52:48 | SpaceTalon: ngl I would eat that myself
2:52:49 | (New member) Theblekedet: :_chihiro::_mug:
2:52:50 | (New member) Ekusupuroshon: I'll stop living now...
2:52:52 | (New member) Herbie Cucumber: :_mug:
2:52:53 | (New member) Mechanized Doge: ハートブロークン
2:52:55 | cycochaos2: vegetables away
2:52:57 | (New member) Lodowa Wrozka: lets go watch Chihiro instead
2:52:58 | (New member) Tachi: :_mug:
2:52:59 | cristy: but dads you enjoyed your own breakfast its ok
2:53:01 | (New member) Zia: It's fine to be hated...
2:53:04 | (New member) Suukotto Funsha: It does look good though
2:53:04 | (New member) Mechanized Doge: :_yab:
2:53:08 | (New member) BasedBug: LMAO
2:53:08 | (New member) Ignatius: All the dads giving up have clearly not cooked for someone routinely
2:53:09 | (New member) 77Yuja_: LOL
2:53:10 | (New member) ThatVidyaGuy: :_mug::_mug:
2:53:10 | (New member) Mechanized Doge: UGHOH
2:53:11 | swb: lmao
2:53:11 | Sheep: kek
2:53:11 | (New member) Mister Eko: snake dad
2:53:12 | (New member) Tianfang's Adventures: egg bro
2:53:13 | (New member) Einaer: LOL
2:53:14 | (New member) Tuffee: kek
2:53:14 | stuffed idiot: LOL
2:53:15 | (New member) Rye Mountain: Ekusupuroshon san...
2:53:15 | (New member) WizJR W: LOL
2:53:15 | (New member) Mister Eko: lol
2:53:15 | (New member) Tianfang's Adventures: plz
2:53:15 | (New member) Mechanized Doge: EXPOSED
2:53:15 | (New member) The Flesh Is Weak: snake EXPOSED
2:53:15 | (New member) Theblekedet: WHAT
2:53:16 | (New member) Shippo: OH NONONONONONONO
2:53:16 | (New member) Antonio Badilla: Getting doxxed
2:53:16 | dice: LOL
2:53:17 | (New member) david johnston: hahahaha
2:53:17 | (New member) Ekusupuroshon: oi
2:53:20 | eeo: doxxed!
2:53:20 | (New member) TheTarkus: bullying...
2:53:20 | (New member) LassesAffar: Destoroya chama doxxed....
2:53:21 | (New member) Luginov: ahahaha
2:53:21 | (New member) Tachi: EXPOSED
2:53:21 | (New member) Theblekedet: DOXXED
2:53:22 | (New member) Hanabi: LOL
2:53:22 | sleepy: KEK
2:53:22 | (New member) ThatVidyaGuy: EXPOSED
