-1:34:58 | (New member) ThePlatinumCan: :_sprdo:
1:44:04 | (New member) Antonio Badilla: Yes
1:44:05 | lae: あったよ(
1:44:05 | Megumin: no but i licked ears
1:44:06 | (New member) Herbie Cucumber: you're asking the wrong chat bea
1:44:06 | TheHighestNativeGod: it's a very wild sensation
1:44:07 | (New member) Ekusupuroshon: that's dirty
1:44:08 | (New member) Canna: Yes 
1:44:09 | (New member) MBmasher: no sounds weird
1:44:10 | (New member) Zia: Won't tell!
1:44:11 | TheHighestNativeGod: yes
1:44:11 | (New member) max r: Why are you asking your dad about his sex life....
1:44:13 | Hernan: yeah
1:44:14 | (New member) Raziel: yes, I liked it more than I thought I would
1:44:14 | (New member) anonEDM: 👂🐈
1:44:15 | (New member) XenMaster220: :_sprdo:
1:44:15 | rockjawz: no
1:44:16 | Noise: yes, it made me laugh
1:44:17 | _XnT: forget ASMR stream, I want an ASMR reaction stream
1:44:18 | (New member) No Body: yes by a dog
1:44:19 | (New member) Firstname Lastname: not recently but yes
1:44:21 | (New member) Tuffee: all these liars
1:44:21 | (New member) Moeniki: I was very young...
1:44:22 | (New member) LassesAffar: (by my dog)
1:44:23 | (New member) david johnston: who would even want that bea thats disgusting
1:44:25 | (New member) Zhnigo: bea, control yourself...
1:44:26 | Question Box: the bear is in heat
1:44:29 | Sheep: is beatani jealous?
1:44:30 | Nue Houjuu: have u seen those doges???
1:44:33 | TheHighestNativeGod: it makes your whole body shiver in anticipation and when it actually happens
1:44:35 | (New member) Transcendental_ColonThree: i-it's f-fun
1:44:41 | TheHighestNativeGod: it feels really good
1:44:49 | (New member) The Flesh Is Weak: ears are a common erogenous zone
1:44:51 | (New member) Sleep: foolish beatani
1:44:51 | (New member) Zhnigo: it makes you tingly
1:44:51 | (New member) No Body: he was happy to see me
1:44:52 | (New member) Tianfang's Adventures: are you okay?
1:45:00 | (New member) ThatVidyaGuy: I have sensitive ears and the women in my life at the time knew it. It feels amazing.
1:45:01 | Mizuki Arisu: when someone bites your ear...
1:45:08 | darukaru: See now that’s got a bunch of things going on besides the sound aspect lol
1:45:09 | (New member) Tachi: :pain:
1:45:10 | (New member) No Body: dogs like licking stuff i guess?
1:45:12 | lae: lmao 自業自得じゃん
1:45:13 | (New member) Moeniki: if anyone gets near my ear I instantly turn red
1:45:15 | (New member) nona: 24 years old and hasn't had her ears licked? That's kind of cringe..
1:45:15 | (New member) Zhnigo: bear ears or human ears?
1:45:16 | (New member) Tianfang's Adventures: Yeah its pretty good 
1:45:24 | (New member) XenMaster220: Bros I'm ngmi...
1:45:30 | yes: lol
1:45:32 | (New member) Canna: Hang in there 
1:45:33 | TheHighestNativeGod: blowing on the ear feels really good too honestly...
1:45:38 | (New member) Tachi: How pitiful...
1:45:50 | Sheep: lmao
1:45:51 | (New member) Tianfang's Adventures: I'm sorry bear.
1:45:55 | (New member) Zia: I thought everyone got their ears licked at some point, it's just normal
1:45:56 | (New member) david johnston: mindbroken bea
1:46:02 | (New member) No Body: its different when its a human...
1:46:06 | (New member) Steven Frati: Good job heartbreakers.
1:46:11 | (New member) The Flesh Is Weak: but my neighbor has never seen me naked! :_sprdo:
1:46:18 | (New member) Zhnigo: bea never had her ears licked... I'm unsubbing
1:46:24 | (New member) Sleep: bea can be the 4th person
1:46:25 | lae: it's pretty different from asmr
1:46:29 | TheHighestNativeGod: not really, asmr feels very exxagerated
1:46:41 | nicenature: it's fake
1:46:46 | TheHighestNativeGod: doesn't last as long usually
1:46:46 | (New member) Transcendental_ColonThree: It's stronger than ASMR :_sprdo:
1:46:56 | darukaru: Bea has a new life goal
1:46:58 | InubaSHIRI Momiji: greychads
1:47:02 | (New member) No Body: depends on your earphones/headphones to be honest
1:47:02 | Sheep: ask chihiro to lick you ears
1:47:07 | Denied: losing bear
1:47:15 | TheHighestNativeGod: but the physical sensation makes it a lot better than ASMR!
1:47:17 | (New member) Tianfang's Adventures: I prefer the real thing
1:47:18 | eeo: sex-ed with Beatani chat!
1:47:19 | Question Box: >she learns that porn is fake
1:47:19 | Nue Houjuu: the kfc eating asmr
1:47:20 | (New member) Zia: I mean, of course...
1:47:21 | (New member) Tachi: I like the real one.
1:47:22 | (New member) Zhnigo: asmr does nothing for me 
1:47:22 | Megumin: real licking
1:47:25 | (New member) ThatVidyaGuy: real life is best
1:47:25 | (New member) nona: Headphones don't have tongues so it's not the same
1:47:29 | (New member) Moeniki: I like it when girls blow into my ear more than licking
1:47:29 | lae: Well, if you really want to know...
1:47:31 | (New member) Tianfang's Adventures: I'm sorry bear
1:47:31 | (New member) Canna: Depends on whos tongue 
1:47:31 | (New member) Raziel: You can feel the warm breath and hear the whisper in real life
1:47:37 | (New member) Zia: Real of course why is it a question
1:47:39 | Mizuki Arisu: ASMR is way more tingly in the spine, real ear licking is tingly in the spine and the heart
1:47:41 | (New member) Tianfang's Adventures: Plz do not be sad 😭 
1:47:41 | (New member) Rye Mountain: Who are these normies
1:47:45 | (New member) BasedBug: Nasty
1:47:46 | (New member) No Body: ASMR because its not cleaning up...
1:47:46 | (New member) Antonio Badilla: asmr is like looking at photo's of food when your are hungry.
1:47:50 | TheHighestNativeGod: it makes you shiver... it's very intimate
1:47:57 | TheHighestNativeGod: would recommend
1:47:58 | (New member) TWAIN: heartbroken and mindbroken bear
1:47:58 | (New member) Firstname Lastname: I miss her already...
1:47:59 | stuffed idiot: LOL
1:47:59 | (New member) Transcendental_ColonThree: Bear tongue eroi... 😭😭😭😭😭
1:48:00 | (New member) The Flesh Is Weak: RATE THE STREAM
1:48:00 | rockjawz: lol
1:48:01 | Sheep: KEK
1:48:02 | (New member) Ekigo: Bea is going to break the dad mug...
1:48:02 | lae: べあべあ〜
1:48:03 | (New member) Moeniki: :_bea::_bea:
1:48:04 | (New member) Shippo: :_oha::_dayo:
1:48:05 | (New member) BasedBug: Well done, the stream is done
1:48:07 | Andrew Ryan: yab
1:48:07 | Noise: D:
1:48:09 | (New member) Luginov: :_bea::_bea:
1:48:10 | (New member) Zia: Rate the stream....
1:48:14 | TheHighestNativeGod: 10/10
1:48:14 | (New member) Ekusupuroshon: RATE IT
1:48:14 | (New member) CommanderMichael: ahahaha, she stopped the game
1:48:14 | (New member) TWAIN: :_bea::_bea:
1:48:14 | (New member) nona: She's gosling
1:48:16 | (New member) Zhnigo: t-thanks for the stream bea
1:48:17 | Andrew Ryan: I miss her already
1:48:18 | Megumin: ear licking/10
1:48:19 | (New member) Raziel: We were the final yab after all
1:48:21 | Noise: LOL
1:48:21 | (New member) Big Gold: Oh shit
1:48:21 | Darthclone2: lmao
1:48:22 | (New member) XenMaster220: well welll well. bea's gone
1:48:22 | (New member) Transcendental_ColonThree: ASMR/10
1:48:23 | TheHighestNativeGod: the final yab
1:48:23 | (New member) Zyadarya: :_bea::_bea:
1:48:23 | (New member) anonEDM: bear ass naked/10
1:48:24 | darukaru: UUOOOOHHHHHHHHH
1:48:24 | (New member) Herbie Cucumber: :_bea::_bea:
1:48:24 | (New member) Tachi: Ear licked/10
1:48:25 | (New member) Sleep: bea died LETS GOOOO
1:48:25 | Hernan: 21/10
1:48:28 | (New member) MBmasher: :_bea::_bea:
1:48:28 | (New member) Zhnigo: 29k/10
1:48:31 | (New member) XenMaster220: The meds.. they're kicking in
1:48:32 | (New member) Ekusupuroshon: :_bea::_bea:
1:48:33 | (New member) ThatVidyaGuy: r8 the stream
1:48:35 | (New member) Tuffee: gosling bear/10
1:48:44 | (New member) TWAIN: UUUUUUUUUUUUGGGGGGGGGHHHHHHHHH
1:48:46 | (New member) Sleep: DT/10
1:48:47 | (New member) Rye Mountain: Normies with real girlfriends killed the stream / 10
1:48:52 | darukaru: Beef bowl/10
1:48:54 | (New member) Tianfang's Adventures: Gosling bear/10 
1:48:57 | (New member) Ekusupuroshon: :_bea::_bea:
1:49:03 | (New member) No Body: pero/10
1:49:11 | (New member) Zhnigo: bea, your microphone...
1:49:15 | (New member) Canna: Human contact/10 
1:49:25 | (New member) max r: :buffering::buffering::buffering:
1:49:26 | (New member) The Flesh Is Weak: I can hear her hand
1:49:27 | (New member) RussianAnimeBot: bea come back
1:49:39 | (New member) TWAIN: beatani is fading away...
1:49:43 | TheFlyingWingNut: 955%/10
1:49:43 | (New member) Zhnigo: bea we can hear the squishy sound please stop
1:49:45 | (New member) RussianAnimeBot: hands reps
1:49:48 | (New member) Tachi: I miss her...
1:49:49 | (New member) No Body: bea pls lick our ear:_kita:
1:49:50 | (New member) Transcendental_ColonThree: it's not the time for reps foolish bear
1:49:50 | (New member) Tianfang's Adventures: Would it help if I said all of the relationships ended poorly? 
1:49:52 | (New member) max r: the meds
1:50:00 | Sheep: 💧
1:50:09 | (New member) Antonio Badilla: Did not one of your boyfriends ever offered to lick your ear?
1:50:13 | (New member) ccc cc: 裸/10
1:50:16 | (New member) Shippo: :_kita:
1:50:17 | (New member) XenMaster220: :_oha::_dayo:
1:50:17 | (New member) Moeniki: Okaeri
1:50:20 | (New member) The Flesh Is Weak: OGADAYO:_sprdo:
1:50:21 | TheHighestNativeGod: welcome back!
1:50:24 | (New member) Big Gold: :_kita::_kita::_kita:
1:50:26 | (New member) Herbie Cucumber: :_oha::_dayo:
1:50:26 | (New member) Tuffee: :_oha::_dayo:
1:50:28 | (New member) Zhnigo: oha dayo 
1:50:28 | (New member) Transcendental_ColonThree: :_oha::_dayo::_sprdo:
1:50:30 | (New member) david johnston: :_oha::_dayo::_sprdo:
1:50:32 | (New member) RussianAnimeBot: :_yah:
1:50:32 | Andrew Ryan: おはだよ
1:50:33 | stuffed idiot: おはだよ！
1:50:34 | (New member) Zia: New day New beatani
1:50:34 | (New member) Zhnigo: :_oha: :_dayo: 
1:50:38 | (New member) No Body: okeari:_kita:
1:50:39 | (New member) max r: ganbare cute bear
1:50:44 | Sheep: beatani just had a reality check
1:50:46 | (New member) Raziel: :_kita:
1:50:47 | (New member) ThatVidyaGuy: :_oha::_dayo::_sprdo:
1:50:48 | (New member) Tianfang's Adventures: :_sprdo: yah
1:50:48 | (New member) ccc cc: :_oha::_dayo:
1:50:48 | (New member) Zhnigo: beatani #2 let's gooooo
1:50:48 | Rinnosuke Morichika: socialism
1:50:49 | (New member) TWAIN: :_kita:
1:50:51 | (New member) Moeniki: :_oha::_dayo:
1:50:54 | (New member) max r: :_oha::_dayo:
1:50:54 | (New member) Raziel: :_oha::_dayo:
1:50:55 | (New member) No Body: :_oha::_dayo:
1:50:56 | (New member) gyroninja: :_oha::_dayo:
1:50:56 | TheHighestNativeGod: OHADAYO
1:50:57 | (New member) Rye Mountain: :_oha::_dayo:
1:51:00 | (New member) The Flesh Is Weak: :_yah:
1:51:01 | (New member) Canna: Ohadayo!
1:51:07 | (New member) Big Gold: :_oha::_dayo:
1:51:08 | (New member) XenMaster220: It's a timeloop
1:51:08 | Mizuki Arisu: Ohadayo!
1:51:08 | (New member) RussianAnimeBot: :_oha::_dayo:
1:51:10 | (New member) Steven Frati: :_oha::_dayo:
1:51:13 | (New member) XenMaster220: Capatilism ho!
1:51:15 | stuffed idiot: muted game stream LET'S GOOOO
1:51:17 | (New member) Zia: 👀
1:51:17 | (New member) BasedBug: Oh no...
1:51:21 | lae: 詳しく聴きたい？
1:51:29 | (New member) Zhnigo: We need the final solution to the normie question.
1:51:31 | (New member) max r: oh look at this cute girl
1:51:34 | (New member) No Body: Wow Cute And Funny Bear!:_kita:
1:51:35 | (New member) Shippo: i can relate to this
1:51:56 | (New member) Tianfang's Adventures: Big money 
1:51:59 | (New member) RussianAnimeBot: cute and funny/10
1:52:17 | (New member) The Flesh Is Weak: rrat
1:52:34 | (New member) BasedBug: BIG MONEY
1:52:38 | TheFlyingWingNut: 50001/10
1:52:40 | (New member) max r: nice sound
1:52:40 | darukaru: stonks
1:52:44 | Rinnosuke Morichika: Whoa already so much capitalism money wow.
1:52:55 | (New member) Shippo: people are starving LETS GOOOOOO
1:53:00 | (New member) ccc cc: Could probably buy 2 beef bowls this time with those 50k pix
1:53:02 | (New member) Luginov: still sad kuma..
1:53:06 | (New member) Ark K.: bea u ok?
1:53:06 | (New member) Moeniki: the bear is broken
1:53:16 | (New member) david johnston: why am i doing hand reps right now...
1:53:23 | (New member) Tianfang's Adventures: People starving? Time to raise the prices. 
1:53:47 | (New member) RussianAnimeBot: whats the matter
1:54:23 | Sheep: beatani would make a good shop owner
1:55:02 | (New member) Rye Mountain: Don't spend too much money before the payment is due
1:55:42 | (New member) Tianfang's Adventures: What could go wrong~ 
1:55:49 | TheHighestNativeGod: love capitalism, I should give this game another try
1:55:59 | (New member) Shippo: 8k in one day, easy
1:56:46 | (New member) Canna: □
1:56:47 | (New member) Moeniki: I love tans
1:56:50 | (New member) BasedBug: Hakujin.. we lost
1:56:50 | (New member) david johnston: uooooohhhhhhhhhhh that tanned fairy 
1:57:02 | stuffed idiot: tanned fairy belly...
1:57:11 | (New member) Raziel: Tough customers today
1:57:35 | (New member) Shippo: nice
1:57:47 | (New member) Shippo: seems about right indeed
1:58:48 | (New member) Luginov: no one has the heart to tell her she overpayed for an apple
1:59:26 | (New member) Raziel: Any more taiyaki facts today?
1:59:42 | (New member) Tianfang's Adventures: Nice. profits
1:59:43 | (New member) Shippo: 💰💰💰
1:59:46 | (New member) max r: rich bear
2:00:04 | Sheep: sad
2:00:12 | (New member) Zhnigo: why doesn't tayaki taste like fish
2:00:29 | (New member) anonEDM: nope
2:00:30 | (New member) Ekusupuroshon: wild?
2:00:31 | (New member) Raziel: I didn't
2:00:32 | (New member) LassesAffar: o-ok..
2:00:33 | (New member) BasedBug: There's different types?
2:00:37 | Sheep: I didn't know
2:00:43 | TheFlyingWingNut: river taiyaki, sea taiyaki
2:00:47 | (New member) gyroninja: Makes sense
2:00:51 | (New member) max r: i can get 4 different fillings for my taiyaki and dorayaki (red bean, vanilla custard, chocolate custard, green tea custard)
2:00:53 | (New member) Rye Mountain: Are wild taiyaki picked from the taiyaki tree?
2:00:54 | (New member) Ekusupuroshon: nope
2:00:54 | Megumin: no
2:01:03 | Mizuki Arisu: Wild taiyaki is best
2:01:11 | (New member) Tuffee: Nope
2:01:12 | (New member) Raziel: >I lacked the critical information
2:01:12 | (New member) Antonio Badilla: What's the difference?
2:01:19 | stuffed idiot: c-cute
2:01:24 | (New member) Ekusupuroshon: 🧨🧨
2:01:24 | InubaSHIRI Momiji: nani sore
2:01:35 | (New member) BasedBug: That's really cool
2:01:35 | (New member) Tachi: ohh
2:01:35 | Mizuki Arisu: Raising taiyaki in factory farms is cruel
2:01:41 | Sheep: woah
2:01:58 | (New member) Sleep: so thats how they make it look like a fish
2:02:00 | (New member) Ekusupuroshon: It looks like those Korean street food videos
2:02:01 | (New member) Zhnigo: humu humu
2:02:03 | (New member) The Flesh Is Weak: naruhodo
2:02:10 | (New member) max r: i never heard of the difference... i have only seen the bottom type.
2:02:12 | darukaru: Mass-produced vs, small batch 
2:02:17 | stuffed idiot: I see...
2:02:25 | (New member) BasedBug: Do they taste differently?
2:02:27 | (New member) Tachi: Lol that makes sense
2:02:35 | Sheep: homemade vs supermarket
2:02:42 | (New member) max r: i think its just making one versus making many 
2:02:43 | (New member) max r: ?
2:02:55 | TheHighestNativeGod: I've never had it... looks tasty!
2:02:56 | (New member) Raziel: That's pretty cool. Making wild taiyaki over a campfire would be fun
2:03:06 | Bear: bear
2:03:19 | (New member) Wayne Kerr: nvm i dum
2:03:49 | (New member) max r: when is the episode when shimarin makes wild taiyaki
2:04:06 | (New member) Antonio Badilla: artisan vs industrialized
2:04:32 | (New member) Zhnigo: soul vs soulless
2:04:41 | (New member) max r: do you prefer custard filled or red bean filled ?
2:04:48 | (New member) The Flesh Is Weak: understandable:_sprdo:
2:04:48 | Sheep: got it, yes
2:04:56 | (New member) Antonio Badilla: which do you prefer?
2:04:58 | (New member) BasedBug: I'm guessing wild is more expensive, because the process is more labor
2:05:04 | stuffed idiot: valuable information
2:05:44 | melancholyofanon: she doesn't like eating the white-yellow stuff
2:05:48 | (New member) max r: red bean me too dayo
2:05:50 | (New member) Ekusupuroshon: I only have tasted Anko once but it's delicious
2:05:51 | (New member) Shippo: anko love
2:05:53 | (New member) The Flesh Is Weak: red bean
2:05:54 | Denied: red bean
2:05:57 | (New member) Moeniki: I've never tried taiyaki
2:05:58 | (New member) Tachi: Red bean
2:06:01 | (New member) BasedBug: Custard is my favorite, it's very good for breakfast
2:06:24 | (New member) Zyadarya: I prefer red bean, I love anko 
2:06:25 | (New member) max r: @BasedBug the place near me for example would only use the bottom type, i've never even seen the "wild" thing.
2:06:29 | Sheep: the feels
2:06:40 | (New member) Raziel: So they are both pretty cheap
2:06:46 | (New member) LassesAffar: fatcat bear doesn't care about the price ...
2:06:50 | (New member) BasedBug: @max r This is my first time seeing the wild type as well, the more you know
2:07:02 | あなり: はい
2:07:02 | darukaru: Kinda want a donut now
2:07:07 | lae: Taiyaki is too sweet for me usually
2:07:10 | MrJc: give me a website i'll buy it for you right now lol
2:07:12 | (New member) LassesAffar: BasedBug is very プニプニモチモチおじさん
2:07:22 | MrJc: they have different fillings 
2:07:35 | MrJc: though i really like anko
2:07:38 | (New member) Mechanized Doge: チラリ
2:07:49 | Hernan: looks like a fairground food
2:07:52 | (New member) Sleep: @MrJc Just member
2:07:53 | MrJc: get it every time i visit japan each year
2:07:54 | Sheep: the wild ones seem like would taste better
2:08:01 | InubaSHIRI Momiji: They sell individual taiyaki at festivals, right?
2:08:28 | (New member) max r: ahh taro
2:08:29 | (New member) Raziel: oh chocolate sounds really good
2:08:30 | (New member) BasedBug: Now I'm hungry for steamed buns, I love those
2:09:17 | (New member) Zyadarya: Sweet potato ones are also really good 
2:09:18 | (New member) Mechanized Doge: 自分はだんご屋がお気に入りです。
2:09:31 | Sheep: taiyaki is important
2:09:32 | (New member) BasedBug: That was very cool to learn
2:09:35 | (New member) Canna: This is interesting please continue 
2:09:37 | (New member) CommanderMichael: it's ok bea, we got all day
2:09:45 | (New member) Moeniki: oh sugoi
2:09:49 | (New member) BasedBug: Those look so good!
2:09:55 | (New member) Rye Mountain: They all look so good
2:09:59 | Sheep: choco for me
2:10:03 | (New member) Antonio Badilla: beans are usually savory here, so I want to try anko
2:10:18 | (New member) Shippo: maccha love, anko love
2:10:41 | MrJc: i think the texture can put people of to anko but it is really good
2:10:46 | (New member) Moeniki: what does cherry blossom taste like?
2:10:47 | MrJc: off*
2:10:55 | (New member) BasedBug: Wow. Can you buy all of those locally?
2:11:09 | (New member) Ekusupuroshon: of course there's going to be green tea flavor...
2:11:16 | (New member) The Flesh Is Weak: uoooooooh
2:11:21 | (New member) Rye Mountain: There are no red beans for sale here sadly
2:11:22 | (New member) The Flesh Is Weak: erotic fish
2:11:42 | Juvisy: White bean paste is also great, I make some recently and it is very tasty 
2:11:49 | Sheep: now i'm hungry at 3 am, nice
2:11:54 | (New member) BasedBug: That's amazing
2:12:00 | (New member) max r: i think i am lucky to have one taiyaki store... lol
2:12:04 | (New member) Raziel: Are taiyaki associated with any holidays?
2:12:13 | CoWRoM: the city i live in has taiyaki places
2:12:16 | (New member) Antonio Badilla: Only pinto, white and black beans around here.
2:12:25 | CoWRoM: i like to eat it with vanilla ice cream
2:13:17 | (New member) max r: taiyaki AWAY
2:13:29 | (New member) Rye Mountain: Important taiyaki facts
2:13:35 | (New member) Tuffee: thank you for the taiyaki stream
2:13:41 | TheHighestNativeGod: cool facts
2:13:42 | (New member) gyroninja: 88888
2:13:46 | Megumin: do i get taiyaki diploma?
2:13:49 | (New member) anonEDM: □ taiyaki facts
2:14:15 | Sheep: lol
2:14:19 | InubaSHIRI Momiji: boya AWAY
2:14:22 | stuffed idiot: "pregnant guy"
2:14:28 | (New member) Raziel: gonna teach him a lesson he won't soon forget
2:14:40 | (New member) Rob G.: Hot take here - taiyaki are just waffles
2:14:54 | CoWRoM: wtf
2:14:59 | CoWRoM: big brain sell
2:15:00 | Sheep: bold
2:15:02 | (New member) Wayne Kerr: taiyaki are a sandwich
2:15:08 | (New member) Ark K.: woah, beatani is rich
2:15:13 | (New member) Moeniki: so many twintails in the store
2:15:36 | (New member) Zhnigo: beatani is rackin up the funds
2:15:38 | (New member) Ark K.: foolish louie
2:16:17 | (New member) max r: we can sell oil balon memberships in the item shop
2:16:22 | (New member) max r: surely ojisan will buy one
2:16:30 | Sheep: she' so into the game, cute
2:17:02 | BleedVTfan: Beatani, what is that thumbnail? You're too powerful for this planet.
2:17:54 | (New member) Herbie Cucumber: famous last words
2:17:59 | (New member) Ark K.: rrat
2:18:40 | Nophera: cute cute cute
2:19:25 | (New member) Ark K.: dungeon is useless, you can beat the game without going into the dungeon even once.
2:19:25 | (New member) Rob G.: ayyy better not get supplies when they're high
2:20:13 | (New member) Rye Mountain: She is now under 50k, concern...
2:20:19 | Brandon21: capitalism, ho.
2:20:56 | *R$5.00* arigasanks: WAO, SANKS FOR YOUR DONATION!
2:21:06 | (Verified, Moderator) Streamlabs: sgal just superchatted R$5.00!
2:21:18 | (New member) Rye Mountain: Oh it was 30k, that is easy
2:21:26 | (New member) BasedBug: Sasuga, greyfriend
2:21:33 | (New member) Ark K.: debts away
2:22:13 | (New member) Tachi: :_sprdo:
2:22:20 | (New member) Ark K.: :_sprdo:
2:22:21 | melongtie: ouch
2:22:22 | (New member) Rob G.: kek
2:22:22 | (New member) CommanderMichael: ahahahahaha
2:22:26 | (New member) Luginov: :_sprdo:
2:22:29 | (New member) CommanderMichael: who is (you)
2:22:29 | stuffed idiot: lol
2:22:30 | (New member) BasedBug: Who is (you)?
2:22:33 | Question Box: lol
2:22:38 | (New member) Ekusupuroshon: is that Brazilian money?
2:22:39 | (New member) Rob G.: (you)
2:22:40 | arigasanks: (YOU)
2:22:42 | (New member) Zhnigo: who art (thou)
2:22:44 | Sheep: japanese comedian
2:23:00 | InubaSHIRI Momiji: soulja boy tell'em
2:23:04 | (New member) Ark K.: confused bear
2:23:06 | (New member) The Flesh Is Weak: he forgot his meds
2:23:36 | (New member) nona: He was doing a Beatani impression 
2:23:36 | (New member) Rob G.: shout outs AWAY
2:23:38 | Nero Karel: gottem
2:23:49 | (New member) Antonio Badilla: he wanted you to thank him for the donation
2:23:54 | (New member) Raziel: erai
2:24:11 | (New member) Ekusupuroshon: Watamelon!
2:24:36 | (New member) Raziel: Her tricks won't work on a taiyaki expert
2:24:55 | (New member) Rob G.: stonks
2:24:57 | (New member) Tianfang's Adventures: PROFITS 
2:24:58 | Sheep: MONEYYY
2:25:00 | (New member) BasedBug: 60K!
2:25:08 | (New member) Ark K.: 60k, capitalism wins
2:25:12 | (New member) Zhnigo: bea is a rich ojousama now
2:25:29 | (New member) Ekusupuroshon: Would Beatani buy my membership now?
2:25:39 | Sheep: you should hire that tan fairy
2:25:40 | (New member) Suukotto Funsha: Let's go capitalism
2:26:32 | roller: can i get one taiwan burger please
2:27:10 | (New member) Ark K.: she gonna eat kusa
2:27:16 | (New member) max r: foie gras is the greenest type on xp hill
2:27:25 | TheBasher14: Hellloo!! CAPITALISM HO!!
2:27:37 | (New member) BasedBug: I've never had liver before, it doesn't sound appealing
2:27:40 | (New member) david johnston: i want to teach that ojou-sama a lesson for bullying recette...
2:27:46 | (New member) Rob G.: tastes meh
2:27:56 | (New member) Zia: It actually taste very good
2:27:58 | (New member) Antonio Badilla: Geese....
2:28:05 | (New member) Ekusupuroshon: french...
2:28:08 | (New member) Firstname Lastname: code geese
2:28:12 | TheFlyingWingNut: it tastes great with a fruit sauce
2:28:14 | (New member) Stray Wolf: geese
2:28:47 | (New member) Rye Mountain: Pig liver is the best, I eat it every week. But foie gras is cringe, tastes like ass.
2:28:54 | (New member) Zia: Foie gras can also be eatan with gingerbread and honey
2:28:55 | (New member) Ark K.: recette is a simple girl
2:29:35 | (New member) Tuffee: she is poor and needs your money
2:29:47 | (New member) Shippo: ojousama doesn't like beef apparently
2:29:50 | (New member) Ekusupuroshon: Always want more money! it's the way to go!
2:30:08 | stuffed idiot: she's your competitor
2:33:07 | (New member) Rye Mountain: >his family hierloom is a single cherry
2:33:07 | (New member) Tianfang's Adventures: The family heirloom cherry 
2:33:25 | (New member) Luginov: 8888
2:33:32 | (New member) Zia: 8888
2:33:32 | TheFlyingWingNut: cash money!!!
2:33:33 | (New member) BasedBug: Well done!
2:33:34 | stuffed idiot: she's rolling in money
2:33:35 | (New member) max r: hooray
2:33:37 | (New member) Tuffee: erai
2:33:38 | (New member) Shippo: 88888
2:33:39 | (New member) Rye Mountain: erai erai
2:33:39 | (New member) CommanderMichael: 👏 👏 
2:33:40 | (New member) Shippo: good job
2:33:40 | (New member) Raziel: 👏👏👏
2:33:41 | (New member) Tianfang's Adventures: Debt paid
2:33:43 | (New member) The Flesh Is Weak: pachi pachi pachi pachi
2:33:43 | (New member) Canna: Erai
2:33:45 | (New member) Tachi: :_kita:
2:33:47 | (New member) Steven Frati: pachipachipachi
2:33:48 | (New member) Antonio Badilla: Erai
2:33:50 | (New member) gyroninja: 8888
2:33:50 | (New member) Ekusupuroshon: YAYIFICATIONS
2:33:54 | (New member) Moeniki: :_kita::_kita::_kita:
2:34:02 | (New member) Sleep: bea paying on time
2:34:04 | (New member) XenMaster220: Nice!
2:34:07 | (New member) XenMaster220: :_kita::_kita:
2:34:10 | arigasanks: 👏
2:34:13 | (New member) BasedBug: You won't be homeless this week!
2:34:21 | (New member) Ark K.: ez gaem
2:34:34 | TheHighestNativeGod: yatta !
2:34:36 | (New member) Ekusupuroshon: Cute?
2:34:40 | (New member) Zhnigo: a suspicious character
2:34:41 | stuffed idiot: lol
2:34:45 | (New member) BasedBug: >You have a boob
2:34:46 | (New member) Zeng: nice
2:34:49 | (New member) Canna: Just one?
2:34:55 | (New member) The Flesh Is Weak: she's here
2:34:56 | (New member) Steven Frati: naisu
2:35:10 | (New member) Ekusupuroshon: Nagato Love!
2:35:19 | (New member) max r: i like asahina
2:35:21 | (New member) Zia: Kuudere 
2:35:23 | takoponi: cute
2:35:44 | (New member) Stray Wolf: she's by the window
2:35:51 | stuffed idiot: Tear on suicide watch...
2:35:56 | (New member) Ekusupuroshon: Risecchi
2:36:17 | takoponi: tear did nothing wrong...
2:36:18 | (New member) Sleep: OUHHHHHH
2:36:32 | (New member) Luginov: only 20k away? eh?
2:36:38 | *R$10.00* arigasanks: Nice smell.
2:36:40 | (New member) BasedBug: You can get 80K pretty easy at this rate
2:36:50 | (New member) Tachi: Thank for the stream!
2:36:52 | (Verified, Moderator) Streamlabs: arigasanks just superchatted R$10.00!
2:36:56 | stuffed idiot: thanks for the stream
2:36:57 | (New member) Zhnigo: thanks for the stream!
2:36:57 | (New member) max r: ⁉
2:36:58 | (New member) The Flesh Is Weak: :_bea::_bea:
2:37:04 | (New member) Ark K.: thank you for the capitalism stream
2:37:06 | (New member) XenMaster220: Thank you for the stream today was awesome!!
2:37:08 | (New member) max r: Contest deadline onegai
2:37:08 | (New member) XenMaster220: □
2:37:09 | (New member) Raziel: :_bea::_bea: had a great time!
2:37:09 | (New member) Ark K.: :_bea::_bea:
2:37:10 | (New member) BasedBug: This was fun! And now I want taiyaki
2:37:13 | (New member) gyroninja: 50 minutes left!!!
2:37:14 | furank: thanks for streaming
2:37:14 | (New member) Zia: Already done of course
2:37:15 | (New member) LassesAffar: yes!
2:37:15 | (New member) Mechanized Doge: last minute finalizing
2:37:15 | (New member) Canna: Comfy and educational 
2:37:16 | (New member) Tuffee: thank you for the taiyaki stream 
2:37:26 | (New member) Moeniki: I sent one last minute
2:37:27 | (New member) Steven Frati: Judging bear soon.
2:37:30 | (New member) Zhnigo: Already done both, but risunachan hasn't replied yet
2:37:31 | (New member) Ark K.: my breakfast is cereal, so....
2:37:35 | (New member) BasedBug: Already sent my breakfast over email
