-11:06 | Drachen: 10 minutes...
1:22:34 | pakkanen: Spells of mass destruction
1:22:48 | Mew: Do you mean that statue karsh?
1:22:53 | OverMagnet: AoE
1:22:54 | Karsh: Feel like I'm over-backseating tho
1:22:55 | Hertan: ⚡️LIGHTNING BEAR⚡️
1:22:59 | Raziel: Good job
1:23:03 | SkysNotTheLimit: victory!
1:23:07 | james, harbinger of chaos: gg
1:23:14 | Karsh: Yeah, if you get a Golden Idol in a previous event
1:23:14 | the ultimate windlord: winning bear
1:23:17 | NatrixNatrix: nice
1:23:19 | クラガリ葉月: このゲーム何回クレアしましたか。
1:23:25 | Darthclone2: winning daughter...
1:23:58 | Mew: ☢🌩🐻
1:24:07 | SkysNotTheLimit: dad needs his sleep
1:24:11 | Mew: hmmmm
1:24:13 | pakkanen: rest
1:24:16 | O5060403: Rest
1:24:17 | Jack Nichols: rest
1:24:19 | Börk Börk: oyasumi
1:24:21 | King Weeb: Are you winning dotter?
1:24:22 | ThePlatinumCan: Rest
1:24:26 | Rukis Leib: Rest
1:24:27 | Hertan: zzz
1:24:41 | クラガリ葉月: おやす
1:24:54 | Drachen: It's a drug!
1:24:55 | Chloro [クロロ]: ( ˘ω˘)ｽﾔｧ
1:25:03 | ユーネ / Yuune: sugeee gamer beatani
1:25:11 | Philotes: This game is pretty addictive
1:25:11 | Skaaberen Lab: Expert at slaying spires
1:25:12 | Theblekedet: I know that feeling
1:25:13 | Karsh: You can actually check it in the stats tab!
1:25:26 | Antonio / アントニオ: neko nabe?
1:25:33 | Karsh: At this point, I feel like I'm some developer checking on a playtester
1:25:41 | Fluffy Fish: I freaking hate this mini boss
1:26:24 | Chloro [クロロ]: Danjyarasu monster
1:26:37 | O5060403: One of the worst mini bosses.
1:26:59 | SkysNotTheLimit: you can do it!
1:27:00 | Mew: Oh it is
1:27:06 | 「Loru Apollo」: oh no
1:27:15 | Apu 2: you can do it bear!
1:27:17 | Mew: UNDO ahaha
1:27:18 | Chloro [クロロ]: あっ
1:27:21 | Apu 2: we believe in you
1:27:49 | Mew: but at what cost
1:28:05 | クラガリ葉月: 殺すぞ！
1:28:19 | Alfa Ayed: abayo
1:28:50 | SkysNotTheLimit: PAIN KUMA
1:28:56 | Chloro [クロロ]: Yabai
1:29:05 | Theoran12: uh oh
1:29:10 | クラガリ葉月: え。危ないか。
1:29:11 | 「Loru Apollo」: not looking good
1:29:13 | Karsh: Left potion + buffer!
1:29:23 | GrassHopperMouse: daughter, I don't feel so good..
1:29:24 | SkysNotTheLimit: fathers.. we got too cocky..
1:29:24 | EvilBetty: yab
1:29:29 | Aftertone: isnt it attacking too much ?
1:29:30 | Theoran12: is this the end?
1:29:36 | Mew: oof
1:29:41 | enkeiten: おは （｀・ω・´）ノ
1:29:48 | ユーネ / Yuune: tsuyoi
1:29:51 | Aftertone: magic pixels 1 hp
1:29:58 | Marc Bradford: this looks rough
1:29:58 | Kyle: Dad is a robot, pain means nothing
1:30:02 | Chloro [クロロ]: Nice!!!
1:30:15 | SkysNotTheLimit: she did it!
1:30:19 | Fluffy Fish: NICE
1:30:19 | Drachen: YES!
1:30:21 | NatrixNatrix: nice
1:30:22 | Karsh: EZ 😎
1:30:22 | Drachen: Well done.
1:30:23 | SkysNotTheLimit: ナイス!
1:30:23 | Mew: Tooo close
1:30:25 | クラガリ葉月: やった！
1:30:25 | 「Loru Apollo」: Nice
1:30:26 | King Weeb: Naisu naisu!
1:30:26 | Kyle: 👏
1:30:29 | Ain't It: Nice!
1:30:31 | Theoran12: 2 health
1:30:32 | GrassHopperMouse: 🏆🏆🏆
1:30:43 | Jackku Chan: whew
1:30:45 | Chloro [クロロ]: Very nice!
1:30:47 | Мкqт: strong daughter 
1:31:52 | GrassHopperMouse: Healers get stabbed first
1:31:54 | Karsh: Hint 2: In this fight, it's usually better to kill the Knight first, weirdly enough
1:31:59 | King Weeb: Tsuyoi!
1:32:01 | Mew: 🔪🤴
1:32:01 | クラガリ葉月: 大丈夫かな。
1:32:15 | Karsh: When the healer is dead, the Knight gets mad and attacks stronger
1:32:25 | Chloro [クロロ]: Healers are always annoying no matter what game
1:32:34 | Kyle: Yabai
1:32:37 | SkysNotTheLimit: WOAH
1:32:39 | Mew: ohohoho
1:32:39 | King Weeb: Wow!
1:32:41 | Canna: Big damage 
1:32:46 | hustler one: the POWER
1:32:47 | GrassHopperMouse: ripripripriprip
1:32:49 | SkysNotTheLimit: very strong daughter
1:32:53 | Chloro [クロロ]: Damn!
1:32:53 | chang og: strongest
1:32:55 | Don L: nice damage
1:33:03 | Grilly :l: thats alotta damage
1:33:04 | クラガリ葉月: ナイス
1:33:04 | 「Loru Apollo」: Sasuga
1:33:04 | King Weeb: Unlimited POWA!
1:33:14 | Alfa Ayed: no, dad is dying
1:33:23 | King Weeb: Tsuyoi
1:33:33 | SkysNotTheLimit: dad needs his health!
1:33:33 | Karsh: The more Claws the better
1:33:44 | Mew: very nice
1:33:49 | Rukis Leib: Heal\
1:34:13 | Oliver Meloche: stare of disappointment at getting plasma lol
1:34:46 | Hertan: 950 subs now!
1:34:46 | SkysNotTheLimit: 50 more subs until 1000 friends!
1:35:58 | Mew: No kidding
1:35:59 | Börk Börk: omedetou
1:36:02 | 77Yuja_: almost 1k
1:36:06 | Burzan: 1k soon
1:36:09 | Hertan: Not uso
1:36:09 | Jor Leifur: Many friends have gathered!
1:36:09 | Skaaberen Lab: You're almost to your goal!
1:36:10 | Raziel: A 20x sub gain in one day!
1:36:12 | Fluffy Fish: Beatani is getting popular!
1:36:14 | Zebb: what are you going to do for your 1k celebration?
1:36:16 | Oliver Meloche: she's entered the algorthim
1:36:17 | ThePlatinumCan: Impressive
1:36:18 | Kemonomimi: Almost 1000 friends!
1:36:19 | Mew: Suffering from success 
1:36:22 | Canna: Wanted friends ends up with 950 parents 
1:36:24 | SkysNotTheLimit: you ask us for help, we want to help
1:36:24 | Thundercat 77: Because Beatani is cute and funny!
1:36:28 | クラガリ葉月: 可愛過ぎる。
1:36:29 | Ain't It: We find you very cute and funny! 
1:36:31 | OverMagnet: SASUGA BEAR
1:36:31 | FerretParade: because bears are very interesting
1:36:34 | Börk Börk: かわいいから
1:36:36 | StrangerSeen: Cute and funny!
1:36:37 | EvilBetty: karaoke celebration stream when?
1:36:37 | ユーネ / Yuune: beatani kawaii pro-gamer
1:36:41 | hustler one: We like the stream
1:36:45 | ThePlatinumCan: You've reached to us
1:36:45 | ユーネ / Yuune: naisu
1:36:48 | Raziel: I admire your hard work
1:36:56 | Theblekedet: I mean you did ask for help
1:36:56 | Zebb: CUTE
1:36:59 | Helma Lennartz: because we love you Beatani!
1:37:03 | Wawi3313: おもしろいだから
1:37:04 | Mew: Oh boy now comes the hard part
1:37:14 | Alfa Ayed: nice
1:37:14 | Jubes: because we all want to be dadfriends with a cute and funny bear!
1:37:15 | soreteH: YES
1:37:16 | Drachen: Karaoke would be fun!
1:37:17 | GrassHopperMouse: YES!
1:37:18 | 「Loru Apollo」: yes sure
1:37:19 | Fluffy Fish: karaoke would be great
1:37:19 | Hertan: Karaoke hype!
1:37:20 | フェットチーネ: Sure!
1:37:21 | Jack Nichols: sure
1:37:23 | Drachen: Please do it, Beatani-chan!
1:37:23 | OverMagnet: Boss Time
1:37:27 | Jor Leifur: It could be fun sometime
1:37:30 | SkysNotTheLimit: awesome!
1:37:30 | Kemonomimi: Yes
1:37:40 | ユーネ / Yuune: looking forward to it!
1:37:40 | Drachen: One month anniversary! おめでとう！
1:37:41 | Thundercat 77: This game looks very fun, I had never seen it before, thanks for streaming it!
1:37:48 | NatrixNatrix: nicenicenice!
1:37:51 | SkysNotTheLimit: our daughter with be 24 years, 1 month old
1:37:54 | Tachi: おめでとう！
1:37:58 | Idle Bear: nice!
1:38:00 | Karsh: Giving back time, boys
1:38:01 | Hertan: Choco kuma
1:38:02 | Kyle: I'll look forward to it!
1:38:03 | Skaaberen Lab: Giant growth in such a short time, thank you for coming to 🍀
1:38:09 | Oliver Meloche: I am enjoying stream, thats all I care about tbh
1:38:14 | Aftertone: ooo nice
1:38:14 | Oliver Meloche: I think you good streamer daughter
1:38:18 | ThePlatinumCan: White Day... 
1:38:22 | Nanashi Nii: NICE!!!
1:38:22 | Mew: young kuma
1:38:24 | OverMagnet: We got to get Chocolate for Beatani
1:38:32 | ユーネ / Yuune: がお
1:38:33 | グレイダス: 了解！！
1:38:34 | Fluffy Fish: 1 month old? that's a puppy bear
1:38:35 | クラガリ葉月: チョコにあげなさいかな。。
1:38:37 | Drachen: We will do our best to keep you happy！
1:38:41 | Karsh: Bird time - on
1:38:42 | Raziel: 😎😎😎
1:38:43 | Ark K.: gao cute
1:38:48 | Aftertone: remember to take plenty of rest!
1:38:52 | Idle Bear: kool-aid
1:38:55 | david johnston: delicious!
1:39:04 | Jor Leifur: Very sweet
1:39:08 | SkysNotTheLimit: tastes like coka cola?
1:39:11 | Kyle: Dad doesn't have taste buds
1:39:49 | Hertan: Dad joke
1:39:57 | Karsh: Now you're cute and funny, how the turn tables
1:40:27 | NatrixNatrix: 200 stream likes!
1:40:32 | Drachen: Blizzard is a good card
1:41:02 | Skaaberen Lab: thanks for reminding me to like the stream
1:41:03 | Aftertone: when we can give lunch money to our bear daughter 
1:41:10 | SkysNotTheLimit: hahaha yeah me too
1:41:17 | Drachen: Be sure to subscribe and hit her notification bell too
1:41:39 | kurokamitenshi: think she needs a minimum amount of channel views to monetize
1:41:53 | Aftertone: I see, electro combos
1:41:54 | ユーネ / Yuune: naisu
1:42:00 | SkysNotTheLimit: you can do it!
1:42:16 | Drachen: 素晴らしい！！！
1:42:16 | NatrixNatrix: @kurokamitenshi do you have any idea how many?
1:42:23 | Drachen: Well done!
1:42:24 | Vitz: Cute and funny bear. Hello.
1:42:25 | Jor Leifur: It's super fun to have many power cards as defect
1:42:29 | Mew: need defense
1:42:29 | Chloro [クロロ]: Almost there! Ganbare!
1:42:34 | GrassHopperMouse: She needs something like 4000 view hours total
1:42:42 | OverMagnet: You can do it!
1:43:36 | Karsh: Ritual potion carrying nicely at this point
1:43:53 | SkysNotTheLimit: Wow she's gonna do this
1:43:56 | SkysNotTheLimit: NICE!!
1:43:57 | Fluffy Fish: GREAT JOB 👏
1:43:58 | pakkanen: Nice
1:43:59 | Alfa Ayed: omedetou
1:44:01 | Mew: NICE
1:44:01 | King Weeb: Good game!
1:44:02 | loveletter: gotem
1:44:05 | Kyle: 👏
1:44:05 | Chloro [クロロ]: Nice GG!!
1:44:06 | SkysNotTheLimit: YOU'RE A WINNER
1:44:06 | NatrixNatrix: good job!
1:44:07 | Drachen: かった！
1:44:07 | Karsh: 👏
1:44:08 | Aftertone: she styling 
1:44:10 | ユーネ / Yuune: Yatta!
1:44:10 | Einaer: Nice
1:44:11 | Vitz: 👏👏
1:44:11 | Margrave: GG
1:44:12 | kurokamitenshi: Idk if stream labs has any requirement but thats also available to her too
1:44:13 | ThePlatinumCan: Nice!
1:44:13 | mikkis: naisu
1:44:13 | soreteH: nice!
1:44:14 | King Weeb: My daughter is good at video games!
1:44:15 | O5060403: 君は最高だ！
1:44:15 | Angius: 👏
1:44:16 | Theblekedet: Great job!
1:44:17 | Börk Börk: Stong Bear
1:44:17 | Nanashi Nii: GJ
1:44:17 | Moeniki: OMEDETOU
1:44:18 | クラガリ葉月: 上手
1:44:19 | max sleepy fox: 👏👏👏
1:44:21 | Wayne Kerr: gg
1:44:21 | kurokamitenshi: Nice!
1:44:23 | フェットチーネ: やった！
1:44:23 | Theoran12: gg
1:44:25 | グレイダス: おめでとう！
1:44:25 | SkysNotTheLimit: thank you for keeping your dad safe!
1:44:26 | OverMagnet: 👏👏👏
1:44:29 | Raziel: 👏👏👏👏
1:44:29 | GrassHopperMouse: 🎉🎊🎉🎊
1:44:32 | Choryf: gg
1:44:33 | Idle Bear: GG 🐻
1:44:35 | Karsh: One more, let's do this, dads
1:44:36 | Drachen: You are a professional player now!
1:44:37 | Chloro [クロロ]: Daughter is winning!
1:44:37 | Jarrels: gg
1:44:37 | gyroninja: gg
1:44:37 | Oliver Meloche: is there one more level? 
1:44:39 | Aftertone: she actually seems good 
1:44:39 | kurokamitenshi: GG
1:44:47 | Karsh: Yeah, 3 acts
1:44:49 | グレイダス: べあたに上手い
1:44:50 | SkysNotTheLimit: are ya winnin' daughter?
1:44:55 | Ain't It: Super awesome bear!
1:44:58 | OverMagnet: おめでとう！
1:45:04 | SkysNotTheLimit: She's winning without BearCoins
1:45:06 | david johnston: congratulations!
1:45:16 | Karsh: Snecko Eye is good if you have many high-cost cards
1:45:50 | Ark K.: nicee, beatani is good at this game
1:46:05 | Karsh: I'd pick the same relic, honeslty
1:46:23 | Drachen: Fortune bear!
1:46:30 | ユーネ / Yuune: 🐻🍀
1:46:34 | Fluffy Fish: lucky clover bear!
1:46:34 | GrassHopperMouse: fortune bear!~
1:46:41 | pakkanen: Are you going to do full playthrough?
1:46:42 | SkysNotTheLimit: こわい..
1:46:44 | Raziel: Move over Cover Corp, this is Clover Corp!
1:47:10 | Jack Nichols: beartani...
1:47:31 | King Weeb: 🍀🍀🍀
1:47:34 | Ark K.: lucky
1:47:38 | StrangerSeen: yah
1:47:42 | Skaaberen Lab: 🍀🍀🍀
1:47:46 | Ark K.: watch she jinxed it
1:47:50 | SkysNotTheLimit: cover corp btfo
1:47:53 | ユーネ / Yuune: beatani ♥️
1:47:55 | 77Yuja_: umbrella corp?
1:47:56 | Jubes: 🍀🍀🍀
1:48:01 | OverMagnet: 草
1:48:02 | Drachen: Beatani best CEO!
1:48:03 | Chloro [クロロ]: Lmao indeed
1:48:07 | クラガリ葉月: 可愛過ぎ！あぶないいい
1:48:09 | Wayne Kerr: Clover corp 💪
1:48:33 | Glave-San: Hello Kuma-chan!
1:48:35 | Canna: I believe in clover supremacy 
1:48:44 | SkysNotTheLimit: dad CEO
1:48:45 | Raziel: 🍀🍀🍀
1:48:46 | 77Yuja_: millionaire bear
1:48:55 | Semi-Senioritis: 🍀🍀🍀
1:48:57 | Mew: 🍀しゃちょう
1:48:57 | ユーネ / Yuune: kumachan is smart
1:49:08 | NatrixNatrix: i have to sleep, good luck to our bear daughter 🐻 and have a nice one lads 🍀
1:49:36 | NatrixNatrix: bye bye!
1:49:38 | SkysNotTheLimit: Good night fellow dad
1:49:42 | Mew: Good night EU lad
1:49:43 | Karsh: cya
1:49:46 | Chloro [クロロ]: Cya Natrix~
1:49:49 | GrassHopperMouse: oyasumi dad
1:49:50 | chang og: i want to read a doujinshi that is caressed by monsters
1:49:56 | Jubes: night dadfriend
1:49:57 | Glave-San: Is the bear having fun today?
1:50:04 | ThePlatinumCan: Good night
1:50:23 | ユーネ / Yuune: bear is addicted to kamige
1:50:25 | Drachen: Alone 😞
1:50:30 | クラガリ葉月: 可哀想
1:50:34 | Fluffy Fish: yea this game is good (RNG triggers me soemtimes tho)
1:50:36 | Jack Nichols: bro
1:50:58 | cycochaos2: Lonely bear ; ;
1:50:59 | Glave-San: Bear is worried about being alone? We are here for bear.
1:51:00 | Karsh: The pain from bad RNG is part of the fun
1:51:05 | Karsh: Totally not an M btw
1:51:05 | hustler one: What if we get addicted to Slay the Spire
1:51:17 | SkysNotTheLimit: 神くま! 
1:51:22 | Hanabi: this game reminds me of One Step From Eden
1:51:23 | david johnston: beatani will never be alone with stream bros
1:51:25 | james heller: This is bear is so cute
1:51:41 | Ark K.: beatani has many friends
1:51:53 | hustler one: zako = boss ?
1:52:05 | Glave-San: Beartani is friend, Stream bros will watch Beartani.
1:52:06 | Alfa Ayed: zako = trash/weak
1:52:07 | Mew: Ectoplasm is suffering
1:52:07 | Ark K.: yah!
1:52:13 | SkysNotTheLimit: I think zako means moron or something
1:52:14 | Chloro [クロロ]: Pien..
1:52:14 | kaiserschmarrn_: very poverty kuma dayo
1:52:17 | hustler one: ah ok
1:52:18 | クラガリ葉月: 女らしい
1:52:22 | kurokamitenshi: No money, where are the SCs? lol
1:52:23 | Fluffy Fish: bearcoins suffering...
1:52:31 | Ark K.: what is zako, beatani?
1:52:33 | Moeniki: Do you like Salmon? 
1:52:39 | Karsh: More like 'trash' or 'weakling'
1:52:48 | Wayne Kerr: just eat cheap beansprouts to save money
1:52:49 | SkysNotTheLimit: YouTube doesn't let her take superchats yet
1:53:01 | Mew: 貧乏くま 💱
1:53:04 | Fluffy Fish: SC = Superchat
1:53:06 | Glave-San: Beartani, I hope you continue to do well.
1:53:07 | Raziel: SC is superchat
1:53:08 | kurokamitenshi: SCs = SuperChats
1:53:09 | King Weeb: Just invest in bearcoin and you'll make it lol
1:53:10 | Karsh: SuperChat
1:53:12 | hustler one: supacha
1:53:12 | Mew: Superchat
1:53:14 | ユーネ / Yuune: kumachan ganbatte
1:53:17 | Hanabi: SC 0 Superchat
1:53:22 | cycochaos2: lol 
1:53:28 | SkysNotTheLimit: we need to give her bearcoins!
1:53:29 | Kemonomimi: need monetization first
1:53:32 | Chloro [クロロ]: Don't worry Beatani, we were joking ww
1:53:34 | kurokamitenshi: I know, was a joke
1:53:39 | ユーネ / Yuune: chill everyone
1:53:40 | Mew: SC まだ まだ 
1:53:42 | GrassHopperMouse: Zako is like "noob" if I'm not mistaken
1:53:47 | pakkanen: One day we get donation button
1:53:49 | クラガリ葉月: 冗談だと思う
1:53:51 | Karsh: やｂ
1:54:05 | XeniVari: Yeah, zako is something like "noob"/"moron".
1:54:06 | OverMagnet: ！
1:54:11 | david johnston: only 30 more to 1000 dads and friends
1:54:17 | Mew: We can't fail here dads
1:54:30 | kurokamitenshi: Yameroooo
1:54:31 | SkysNotTheLimit: very nice!
1:54:32 | Ardhya Naoki: CEO clover corp 
1:54:33 | ユーネ / Yuune: naisu
1:54:33 | OverMagnet: Nice!
1:54:35 | King Weeb: Good!
1:54:37 | Jor Leifur: close call
1:54:37 | Mew: TOO CLOSE
1:54:42 | OverMagnet: That was close.
1:54:45 | SkysNotTheLimit: Beatani best CEO
1:54:56 | Ark K.: almost died
1:54:59 | Karsh: Very sleepy bear
1:55:06 | Mew: Giant HP
1:55:08 | Glave-San: Beartani, Ganbare!
1:55:14 | FerretParade: Thats a big head
1:55:14 | DA Boredman: Hang in there, Beatani!
1:55:16 | GrassHopperMouse: That's what people in school called me
1:55:20 | Alfa Ayed: chotto strongu
1:55:21 | ユーネ / Yuune: but Beatani is stronger!
1:55:31 | OverMagnet: 💪🐻💪
1:55:53 | Aftertone: how fast they grow....
1:56:05 | kurokamitenshi: Beatani uses here bear claws to give deadly headpats
1:56:07 | Karsh: Giant Head punishes slow decks, but is easily destroyed by combo/many low-cost card decks
1:56:09 | Glave-San: Bears alone, weak, Bears and Bear dads together, Strong.
1:56:09 | Jor Leifur: giant head is pretty scary when it counts down...
1:56:33 | Ark K.: have fun beatani
1:56:40 | Mew: 🗿🗿🗿🗿⛏ 
1:57:00 | Jor Leifur: uh oh
1:57:02 | OverMagnet: Wah, 40 DMG
1:57:19 | Fluffy Fish: ganbare~
1:57:27 | Karsh: ...F
1:57:31 | King Weeb: Yabai!
1:57:37 | JB shards: 🗿🗿🗿🗿⛏
1:57:37 | SkysNotTheLimit: can she do it?
1:57:41 | Vitz: yab
1:57:52 | Jor Leifur: might be game over
1:58:09 | Tachi: 🗿
1:58:11 | Alfa Ayed: abayo
1:58:12 | Fluffy Fish: pain kuma
1:58:29 | Mew: RIP KUMA 😭
1:58:30 | OverMagnet: 🙏🙏🙏
1:58:41 | Aftertone: i must believe in the heart of the cards
1:58:43 | Glave-San: Kuma, You can do it!
1:58:44 | Cake Cheese: Good Morning
1:58:50 | hustler one: I can't believe Kuma is dead...
1:58:53 | GrassHopperMouse: sayonara, kuma musume
1:58:55 | StrangerSeen: cute no matter the condition
1:58:57 | Karsh: Oof
1:58:57 | SkysNotTheLimit: 2 dead dads... we've failed, bros
1:58:59 | Fluffy Fish: NOOOOOO
1:58:59 | ThePlatinumCan: F
1:59:00 | Jor Leifur: RIP Beatani 😢
1:59:02 | Glave-San: Kuma...nooooo
1:59:02 | Mew: GG
1:59:02 | Sprongle: f...
1:59:02 | King Weeb: F
1:59:02 | クラガリ葉月: まだ死んじゃった。すまんな、クマ。
1:59:06 | OverMagnet: 😭😭😭
1:59:06 | Glave-San: Sad bear....
1:59:06 | FerretParade: Should of attacked with headpats
1:59:07 | Vitz: abayo 
1:59:08 | james heller: Dead bear...
1:59:09 | Aftertone: I failed as a dad
1:59:10 | Mew: We were so close
1:59:12 | Vic Kyorlo: beary sad
1:59:12 | Theoran12: RIP
1:59:14 | Мкqт: pat pat pat
1:59:14 | Kyle: RIP Dad #2 you were a good Dad
1:59:14 | hustler one: 😭
1:59:15 | Sprongle: beary sad ;-;
1:59:17 | Theoran12: f
1:59:18 | Canna: Terrible day for rain 
1:59:18 | 「Loru Apollo」: good run
1:59:19 | pakkanen: 😢
1:59:22 | Jor Leifur: bear-y sad
1:59:22 | DA Boredman: 😭
1:59:23 | Peer: f
1:59:23 | Admiral Smug: 😭
1:59:25 | King Weeb: Dad is just getting milk from the store
1:59:25 | XeniVari: Was a good run.
1:59:29 | D' Jean: nearly had it 😞
1:59:39 | SkysNotTheLimit: sorry dads...
1:59:43 | Glave-San: Dad #3 will be the winner
1:59:46 | gyroninja: 悲しいよ
1:59:51 | グレイダス: もっと悲しい
1:59:59 | SkysNotTheLimit: Will you play again?
2:00:00 | OverMagnet: 😭😭😭
2:00:04 | Mew: 😖
2:00:08 | hustler one: 😭
2:00:09 | Börk Börk: Beatani metions: Happy=yah Sad=yaaah
2:00:13 | Fluffy Fish: has no mom, lost 2 dads, tragedy
2:00:22 | Globalnet626: :washhands::washhands::washhands:I will be here for your next stream! :washhands::washhands::washhands:
2:00:26 | Moeniki: otsukare
2:00:28 | SkysNotTheLimit: This was a lot of fun, thank you for streaming!
2:00:29 | EvilBetty: only 30 more though
2:00:29 | Alfa Ayed: otsukumaa
2:00:30 | 「Loru Apollo」: Good stream, very fun
2:00:30 | ユーネ / Yuune: okay!
2:00:31 | Hertan: Thanks for the stream! It was very fun!
2:00:33 | Drachen: You did very well. Thank you for your work!
2:00:35 | Karsh: It's fine, the dads are expendable
2:00:35 | Burzan: 👏👏👏
2:00:35 | ThePlatinumCan: Ok
2:00:36 | ユーネ / Yuune: otsukare
2:00:37 | Admiral Smug: bye! 👋
2:00:39 | King Weeb: Thank you for the good stream!
2:00:40 | Globalnet626: さようなら
2:00:40 | Fluffy Fish: stream was fun! 🐻❤
2:00:41 | OverMagnet: Vey nice!
2:00:42 | Mew: 29 nine dads left till 1000 subs :yougotthis::yougotthis:
2:00:44 | FerretParade: Good job
2:00:44 | Raziel: See you at 1000 Beatani! 👋
2:00:44 | 「Loru Apollo」: Otsukuma
2:00:45 | DA Boredman: Thanks for the cute stream! 👋
2:00:48 | クラガリ葉月: 面白かった。ありがとう。
2:00:49 | Kyle: Nice stream!
2:00:50 | Glave-San: Thank you for streaming
2:00:51 | david johnston: 1000 dads celebration soon!
2:00:51 | Vitz: そうだね
2:00:52 | ThePlatinumCan: おつかれ～
2:00:53 | Wawi3313: おつ
2:00:53 | GrassHopperMouse: Very fun stream!
2:00:54 | グレイダス: うん
2:00:55 | Oliver Meloche: I liked the stream!
2:00:56 | SkysNotTheLimit: Thank you daughter! Hope you have a good day
2:00:56 | Canna: Such a good stream! 
2:00:58 | BakedBanana: nice
2:00:59 | フェットチーネ: 楽しかった！
2:01:00 | OverMagnet: We will see you next time!
2:01:01 | Skaaberen Lab: Thank you for streaming, it was very fun!
2:01:01 | hustler one: Good job today!
2:01:01 | ユーネ / Yuune: うんうん
2:01:03 | Kemonomimi: thank you for the stream
2:01:03 | mikkis: thanks for streaming!
2:01:04 | Jubes: thanks for the stream, Beatani! it was really fun to watch!
2:01:04 | Meneltir: 楽しかった!
2:01:05 | Hertan: Next time we’ll have 1000 dads (and 1 mum)
2:01:07 | Jor Leifur: Thank you for the nice stream! 🐻❤
2:01:12 | SkysNotTheLimit: Slay the Spire looks like super drug
2:01:15 | nicenature: おつ
2:01:16 | Aftertone: I had a lot of fun, please have plenty of rest beatani
2:01:19 | ユーネ / Yuune: 🐻♥️
2:01:22 | グレイダス: 配信楽しかった
2:01:23 | Drachen: We want to see more!
2:01:25 | Oliver Meloche: WE WILL GET ONE MOM
2:01:27 | gyroninja: 楽しかった
2:01:27 | Theblekedet: I enjoyed the play, thanks for letting us know about the game!
2:01:28 | OverMagnet: Next Time you will be 1000 subscribers!
2:01:30 | Tachi: :yougotthis:It was a good stream! Thank you 🐻
2:01:39 | O5060403: It was fun, can't wait for more! ありがとうございます
2:01:40 | Jubes: 🐻🍀❤
2:01:43 | Jamuko | ジャムコ: Thank you!
2:01:44 | ユーネ / Yuune: tanoshikatta dayo
2:01:53 | Sprongle: おつくま
2:01:56 | SkysNotTheLimit: I can't wait for your next stream!
2:02:06 | DA Boredman: 🐻❤
2:02:07 | Mayor Martin: 🐻
2:02:08 | Skaaberen Lab: proud parents
2:02:09 | Admiral Smug: 🐻🍀❤
2:02:09 | OverMagnet: I'm gonna try and play the game too. It looked fun.
2:02:10 | Theblekedet: It was fun!
2:02:12 | SkysNotTheLimit: I hope you play it more
2:02:13 | The Mythical Wa Ge: Do you plan on getting Monster Hunter Rise when it comes out?
2:02:16 | Ark K.: i had fun watching my daughter having fun.
2:02:16 | Fluffy Fish: I'm proud of this daugther! 🐻❤
2:02:18 | Alfa Ayed: otsukuma
2:02:20 | SkysNotTheLimit: YOOOOOOOOO
2:02:21 | Vitz: Seems like it's super fun.
2:02:23 | Idle Bear: !
2:02:24 | ユーネ / Yuune: wowowo
2:02:26 | SkysNotTheLimit: Dark Souls lets go!
2:02:26 | Skaaberen Lab: you're doing dark wood next, yes?
2:02:27 | フェットチーネ: oooh
2:02:29 | Mew: Ehhh your PC can handle it?
2:02:31 | james heller: NICE
2:02:32 | O5060403: Dark Souls. Pain dayo...
2:02:33 | StrangerSeen: Have you tried Nioh or Nioh 2?
2:02:34 | Drachen: Dark Souls？すごい！！
2:02:34 | Theblekedet: Okay!
2:02:39 | Don L: 🐻 ❤ 
2:02:44 | OverMagnet: 🐻❤
2:02:46 | Hertan: NOT NEET
2:02:46 | SkysNotTheLimit: Busy Internet Gatekeeper
2:02:47 | ユーネ / Yuune: understandable
2:02:49 | Raziel: Thank you for keeping the internet safe
2:02:49 | Jubes: STRONG gatekeepr
2:02:51 | Fluffy Fish: I understand, we have work too
2:02:54 | Globalnet626: DARK SOULS?
2:02:55 | Drachen: Oh？
2:02:56 | Ark K.: ok, beatani is not a NEET.
2:02:58 | グレイダス: yes work
2:03:01 | james heller: Worker bear, not a neet!
2:03:01 | Oliver Meloche: Clean the Internet!
2:03:05 | OverMagnet: LOL at the NEET dad.
2:03:06 | Meneltir: Darkwood is also a great game
2:03:08 | Skaaberen Lab: what does gatekeeper of the internet do?
2:03:10 | ユーネ / Yuune: horror game?
2:03:11 | クラガリ葉月: 間違ったね。草
2:03:13 | SkysNotTheLimit: Only play Dark Souls when you are done with Gatekeeping work
2:03:15 | Mew: Very different games lol
2:03:15 | FerretParade: gatekeeping is very commendable work
2:03:19 | ユーネ / Yuune: I see
2:03:21 | Mojinova: Horror game fun
2:03:29 | Jor Leifur: ohhhhh I see
2:03:41 | ユーネ / Yuune: おk!
2:03:44 | Jack Nichols: its pretty good
2:03:45 | Theblekedet: I see I see
2:03:51 | SkysNotTheLimit: Ahhhh
2:03:54 | Skaaberen Lab: dark souls would be great too
2:03:55 | Drachen: It's okay. That will still be fun!
2:04:00 | Karsh: Honestly more interested in this Darkwood game than DS
2:04:05 | ユーネ / Yuune: Looking forward to it!
2:04:13 | Theblekedet: same Karsh
2:04:20 | King Weeb: Were you a janny before?
2:04:38 | Fluffy Fish: I will watch depending of the time
