-13:39 | Bob: 🍀
2:28:20 | Takeshi: encore lets gooo
2:28:21 | Voltage: clovers sway to beatani on xp🍀🐻‍❄️🍀🐻‍❄️🍀🐻‍❄️🍀🐻‍❄️🍀🐻‍❄️🍀 hill
2:28:21 | Zia: Perfect
2:28:22 | iDoujin: 🕺🕺🕺
2:28:22 | Aggressive Quack: 🔥 🐻‍❄
2:28:24 | anon: based
2:28:24 | Transcendental_ColonThree: 🧨🐻‍❄🧨
2:28:24 | hohoemikuma: 🐻‍❄ 🌟
2:28:25 | Theblekedet: 🧨🐻‍❄🧨🧨🐻‍❄🧨
2:28:27 | Sol Codguy: 🧨🐻‍❄🧨
2:28:28 | Malafazzle: LOL I love it
2:28:28 | imalittle cupcake: 🧨🐻‍❄🧨
2:28:29 | ThatVidyaGuy: 🧨🐻🧨
2:28:30 | Angelic: pipirupirupipi
2:28:30 | Chloro [クロロ]: 🔥🐻🔥
2:28:31 | Cool bug Fact's: 🧨🐻🧨
2:28:32 | Ludd: Yooo pirupirupiiii
2:28:34 | Destoroyar Fortress: BAKABLA
2:28:36 | CommanderMichael: baka baka~~~~
2:28:37 | Randel Shurker: 🧨🐻‍❄🧨🧨🐻‍❄🧨🧨🐻‍❄🧨🧨🐻‍❄🧨🧨🐻‍❄🧨🧨🐻‍❄🧨🧨🐻‍❄🧨🧨🐻‍❄🧨🧨🐻‍❄🧨🧨🐻‍❄🧨🧨🐻‍❄🧨🧨🐻‍❄🧨🧨🐻‍❄🧨🧨🐻‍❄🧨
2:28:37 | Stray Wolf: baka baka 
2:28:42 | SpaceTalon: ❤ ❤ ❤ ❤ ❤ ❤ ❤ <# 
2:28:43 | Flux: 🧨🐻‍❄🧨
2:28:43 | Shippo: 🧨🐻‍❄🧨
2:28:48 | Rye Mountain: 🧨🐻‍❄🧨
2:28:51 | anon: 🧨🐻‍❄🧨
2:28:52 | CantDood: BOKUSATSU TENSHIIIIIIIIIIIIIII
2:28:53 | Dp: 🧨🐻‍❄🧨
2:28:55 | Mew: Excaliborg 🧨🐻‍❄🧨
2:28:56 | Simón: 🐻‍❄❤🐻‍❄❤🐻‍❄❤
2:28:56 | ThatVidyaGuy: 🧨🐻🧨🧨🐻🧨🧨🐻🧨
2:29:00 | Destoroyar Fortress: BOKU NO AI NANO
2:29:02 | Sunspots: nostalgic
2:29:04 | Cool bug Fact's: 🧨🐻🧨
2:29:04 | Shippo: pipirupirupipirupi
2:29:04 | imalittle cupcake: 🧨🐻‍❄🧨
2:29:07 | Shippo: 🧨🐻‍❄🧨
2:29:08 | Destoroyar Fortress: PIPIRU PIRUPIPIRU PIII
2:29:13 | Voltage: PPS everywheree
2:29:14 | A11YourBas3: bork
2:29:19 | Goleog Thais: holy shit thats nostalgic 
2:29:23 | Destoroyar Fortress: PIPIRU PIPIRU PIII
2:29:24 | max r: 🧨🐻‍❄🧨
2:29:34 | stuffed idiot: this brings me back 🧨🐻‍❄🧨
2:29:38 | Andrew Ryan: :yougotthis:🏏🏏🐻‍❄
2:29:39 | Mizuki Arisu: PEPEPEPEPEPEPEROPERO
2:29:44 | Ludd: dokuro chan...
2:29:45 | Shippo: 🧨🐻‍❄🧨
2:29:47 | imalittle cupcake: 🧨🐻‍❄🧨
2:29:50 | ThatVidyaGuy: A certified hood classic.
2:29:55 | Destoroyar Fortress: I want Bea to hit my head with a BAT
2:29:56 | anon: 🧨🐻‍❄🧨
2:29:56 | ThatVidyaGuy: 🧨🐻‍❄🧨
2:30:04 | Ludd: peperoperoperoroo
2:30:11 | CantDood: I want bea to turn me into miso soup
2:30:12 | Rob G.: lol that bridge
2:30:14 | Cool bug Fact's: 🐻🎸
2:30:17 | Transcendental_ColonThree: 🧨🐻‍❄🧨
2:30:19 | Stray Wolf: 🧨🐻‍❄🧨
2:30:22 | Sol Codguy: 🧨🐻‍❄🧨
2:30:24 | Rob G.: pipiru pipiru pi
2:30:26 | Verijero: peroperoperopero
2:30:27 | Simón: 🐻‍❄❤🐻‍❄❤
2:30:31 | Raziel: 🎸
2:30:31 | Zia: It was a very fun watch indeed
2:30:32 | imalittle cupcake: 🧨🐻‍❄🧨
2:30:35 | Malafazzle: 😏🎸
2:30:38 | Rob G.: pipiru pipiru pi
2:30:39 | iDoujin: 🧨🧨
2:30:44 | Voltage: peroperppperpoperroperoopipi
2:30:48 | Shippo: 🧨🐻‍❄🧨
2:30:49 | TWAIN: pepero pero pepero pe
2:30:53 | BasedBug: 🐻‍❄🍀🐻‍❄🎶🐻‍❄
2:30:54 | Cool bug Fact's: 🧨🐻🧨
2:30:58 | Destoroyar Fortress: BOKUSATSU TENSHI
2:30:58 | imalittle cupcake: 🧨🐻‍❄🧨
2:31:03 | TWAIN: 🧨🐻‍❄️🍀🧨
2:31:10 | CommanderMichael: 🎶 ❤ 
2:31:15 | Mew: 🧨🐻‍❄🧨
2:31:17 | stuffed idiot: 🧨🐻‍❄🧨
2:31:17 | Destoroyar Fortress: DEMO SORE TE BOKU NO AI NANO
2:31:20 | Flux: 🧨🐻‍❄🧨🧨🐻‍❄🧨
2:31:23 | Rob G.: 🧨👼
2:31:29 | Stray Wolf: 😇
2:31:30 | Simón: 🐻‍❄❤🐻‍❄❤
2:31:38 | Theblekedet: 🧨🐻‍❄🧨🧨🐻‍❄🧨
2:31:40 | CantDood: I love this song
2:31:40 | No Body: Amazing
2:31:43 | Voltage: dodododdododododoooo
2:31:44 | Kyle: 👏👏👏
2:31:45 | Verijero: 888888888888888888
2:31:46 | Cool bug Fact's: 👏👏👏👏👏
2:31:47 | Tachi: ahhhhhhh 👏👏👏👏👏
2:31:47 | (Verified, Moderator) Streamlabs: Megiddo just tipped $9.68 dayo!
2:31:48 | BasedBug: Thank you so much, this was been such a wonderful karaoke! 🐻‍❄🍀
2:31:49 | Rye Mountain: 👏👏👏👏👏👏👏
2:31:51 | Cake Cheese: 👏👏👏👏👏👏👏👏
2:31:52 | パナナナダ: 88888
2:31:52 | Rob G.: wow, down the nostalgia lane
2:31:54 | Chloro [クロロ]: 👏👏👏👏👏👏👏
2:31:54 | imalittle cupcake: 👏👏👏👏👏👏
2:31:55 | Destoroyar Fortress: BEA IS ANGEL
2:31:55 | Voltage: pepepepepeepe
2:31:56 | Antonio Badilla: 👏👏👏👏
2:31:56 | Mew: 👏👏👏👏
2:31:57 | Shippo: pipirupirupirupipirupi!
2:31:58 | Shippo: 8888
2:32:00 | BasedBug: ENCORE!
2:32:01 | Ludd: 👏👏👏👏🧨🐻🧨
2:32:01 | コンティニュアム ー Continuum: pipiru pipiru pi!
2:32:02 | stuffed idiot: the nostalgia, it consumes me
2:32:03 | フェットチーネ: 👏👏👏👏👏👏👏👏👏👏
2:32:07 | ElectroGeek007: 👏👏👏👏👏
2:32:07 | Nasty Yukari: Lads...
2:32:08 | ThatVidyaGuy: 👏👏👏👏👏👏👏
2:32:08 | Mew: とても懐かしい 
2:32:08 | Sunspots: 👏👏👏👏pipirupiru/10👏👏👏👏
2:32:10 | Tachi: I noticed lol!
2:32:10 | Stray Wolf: 👏👏👏👏👏👏👏
2:32:10 | hohoemikuma: 👏👏👏👏
2:32:12 | Stray Wolf: 👏👏👏👏👏👏👏
2:32:15 | Zia: ahahah
2:32:18 | Raziel: Fantastic stream as usual!
2:32:19 | Aggressive Quack: 👏
2:32:19 | imalittle cupcake: I welcome Bea's Excalibolg
2:32:21 | max r: great job tonight!!!
2:32:22 | Destoroyar Fortress: Crush my head with a bat BEA
2:32:22 | Canna: 👏👏👏
2:32:24 | Alexander Holzer: Taste in?
2:32:24 | iDoujin: 👍👍👏👏👏
2:32:26 | BasedBug: 👏👏👏👏👏👏
2:32:27 | Rob G.: ( ͡° ͜ʖ ͡°)
2:32:28 | Cecil 1: 🧨🐻‍❄🧨
2:32:28 | CommanderMichael: 8 8 8 8 8 8 8 8 8 8 8 8 8 8
2:32:32 | hohoemikuma: your taste for peropero?
2:32:35 | CantDood: 88888888
2:32:35 | Zia: This explains things
2:32:36 | Ludd: peperoperoperopeperoro
2:32:38 | Megiddo: Ah cause Sakura is a lolicon
2:32:45 | ellescer: taste in what?
2:32:45 | LassesAffar: Dokuro-chan made you a lolicon?
2:32:48 | (Verified, Moderator) Streamlabs: Neet_Lolicon_Dad just tipped $1.00 dayo!
2:32:51 | Flux: UUUOOOHHH
2:32:55 | BasedBug: What an amazing night
2:32:59 | Stray Wolf: uuuooohhhh
2:33:12 | ShouGaNai: lewd?
2:33:20 | ellescer: kek
2:33:23 | CantDood: bear is SLIGHTLY into guro it seems
2:33:23 | Voltage: BASED
2:33:23 | Absolute Link: lmao
2:33:23 | Destoroyar Fortress: When they weren't bathing in blood yes, it was a bit ecchi
2:33:25 | Stray Wolf: lmao
2:33:25 | CommanderMichael: based!
2:33:27 | Takeshi: lol
2:33:28 | stuffed idiot: Beatani loves all girls equally
2:33:31 | No Body: ara ara?
2:33:32 | iDoujin: Shota?
2:33:32 | JayTheGreatest: nice
2:33:33 | Megiddo: sure imouto-seeking bear...
2:33:34 | CommanderMichael: BASED she loves all kinds of girls
2:33:36 | Tachi: Based
2:33:37 | ChaseVR: 😭
2:33:37 | Theblekedet: based taste
2:33:37 | Voltage: based aged bearrrrr
2:33:40 | ShouGaNai: lewd
2:33:41 | imalittle cupcake: Imoutocon...
2:33:44 | Mew: ドクロは12歳 😗😗
2:33:46 | Theodore Kaczynski: Fujo
2:33:47 | Rye Mountain: I thought loving booba was not allowed here
2:33:52 | JayTheGreatest: lewd
2:33:52 | Destoroyar Fortress: LEWD
2:33:53 | Aggressive Quack: LEWD
2:33:53 | Andrew Ryan: lewd
2:33:54 | Stray Wolf: lewd
2:33:54 | Arcterion: Lood.
2:33:54 | Xayn: Lol
2:33:55 | Theodore Kaczynski: Fujoshi bear
2:33:55 | TWAIN: LEWD
2:33:55 | Shippo: clip it
2:33:56 | Chloro [クロロ]: 草
2:33:58 | Rob G.: lewd, ecchi, ok
2:33:58 | Firstname Lastname: L E W D
2:33:59 | Nasty Yukari: lewd
2:34:00 | Alexander Holzer: LEWD
2:34:03 | max r: lewd
2:34:03 | No Body: lood dood
2:34:04 | imalittle cupcake: L E W D
2:34:06 | Flux: L E W D
2:34:08 | Destoroyar Fortress: LUWD
2:34:11 | Randel Shurker: Too Degenerate
2:34:11 | Raziel: looooooood
2:34:12 | Suukotto Funsha: lewd
2:34:13 | Goleog Thais: 2lewd4me
2:34:14 | ShouGaNai: 3 lewd 5 me
2:34:14 | stuffed idiot: lewd, ecchi, ero
2:34:14 | Verijero: BASED
2:34:15 | JayTheGreatest: lol
2:34:18 | ThatVidyaGuy: lewd
2:34:18 | Megiddo: lewd bear
2:34:21 | Shippo: not fujoshi, based
2:34:21 | BasedBug: Gyaru?
2:34:21 | Steven Frati: Beatani spent too much time with kuma and pals growing up...
2:34:22 | Tachi: Lood
2:34:23 | Destoroyar Fortress: LAWD
2:34:25 | Don L: LOOD
2:34:26 | hohoemikuma: lewd
2:34:27 | Voltage: lewdddddddd 
2:34:30 | フェットチーネ: lood
2:34:34 | Nasty Yukari: Lood
2:34:34 | Alexander Holzer: hahahaha
2:34:35 | Voltage: LOOOOOODDDDDD
2:34:35 | Stray Wolf: lewd
2:34:36 | コンティニュアム ー Continuum: Your pronouncing it right
2:34:37 | Suukotto Funsha: ecchi = lewd
2:34:38 | Cecil 1: lude
2:34:40 | No Body: yeah!
2:34:41 | コンティニュアム ー Continuum: *You're
2:34:43 | パナナナダ: rude?
2:34:43 | Canna: that's exactly what a fujoshi would say 
2:34:46 | Raziel: you got it
2:34:52 | hohoemikuma: eee
2:34:55 | estratos13: best songs
2:35:02 | Randel Shurker: Yurichads just keep on winning!
2:35:14 | Megiddo: Dokuro definitely an S
2:35:14 | Tachi: lol
2:35:15 | No Body: thats rather rude
2:35:17 | Destoroyar Fortress: BEA LOVES GURO
2:35:18 | Verijero: isnt that gore?
2:35:19 | CantDood: sasuga
2:35:20 | ellescer: does she mean gore?
2:35:22 | imalittle cupcake: Based
2:35:23 | JayTheGreatest: woops, i mean when is the cover of galo sengen
2:35:26 | Voltage: based
2:35:30 | Stray Wolf: sasuguh 
2:35:30 | stuffed idiot: based guro loving bear
2:35:32 | Cool bug Fact's: based
2:35:33 | Canna: Based
2:35:33 | Theblekedet: Oh so Dokuro made you into guro?
2:35:33 | knull: good taste
2:35:34 | BasedBug: @JayTheGreatest Based
2:35:34 | Absolute Link: ohhh
2:35:35 | estratos13: doko dokuro chan
2:35:37 | LassesAffar: eroguro tenshi
2:35:37 | Zia: It was an awakening I see
2:35:42 | No Body: shes a gurochad??
2:35:43 | Stray Wolf: oh no 
2:35:46 | Theodore Kaczynski: Oh fuck
2:35:53 | Rob G.: yeah, gurochad confirmed
2:35:53 | Goleog Thais: ryona is nice
2:35:54 | CantDood: do tell do tell
2:35:57 | Theodore Kaczynski: My bear isn’t seiso
2:35:58 | Alexander Holzer: @No Body Duh
2:35:58 | Canna: Gantz did it for me 
2:36:05 | Firstname Lastname: Ultrabased
2:36:06 | BasedBug: Well, she DOES like guro fanart
2:36:06 | max r: lol
2:36:06 | Tachi: Ryona fetish Bea...
2:36:10 | パナナナダ: guro is lewd?!
2:36:10 | ellescer: she thinks gore is lewd kek based gorechad
2:36:13 | Destoroyar Fortress: The Bear has turned into a degenerate
2:36:14 | ThatVidyaGuy: She is very based
2:36:17 | Voltage: of course she is mega ultra based
2:36:17 | Theodore Kaczynski: Beatani beat me up
2:36:21 | pakkanen: nudity = lewd
2:36:22 | ノイド: what age did you watch dokuro?
2:36:23 | Hanabi: @Theodore Kaczynski seiso is for the weak
2:36:25 | SukiKirai: because cute girls killing people is sexy
2:36:27 | No Body: you dont need to explain your fetishes,IT JUST WERKS
2:36:27 | Mizuki Arisu: have you lads not seen her r18g tag?
2:36:48 | Raziel: lewd peropero
2:37:02 | Mew: NTR nono 撲殺 Good! 
2:37:06 | Tachi: !??!
2:37:08 | BasedBug: WHEN I WAS
2:37:12 | Flux: !?!?!?!
2:37:12 | ellescer: HAHAHA
2:37:12 | stuffed idiot: dads your twitter reps, she even drew a picture showing the kind of R18G she wants
2:37:14 | hohoemikuma: ⁉
2:37:16 | MBmasher: .......... what
2:37:17 | Cool bug Fact's: absolute chad
2:37:18 | LassesAffar: lmao
2:37:18 | Destoroyar Fortress: What the hell bea???
2:37:19 | Voltage: it’s there vulnerability
2:37:19 | Kofi: Huh?
2:37:19 | Theblekedet: NOICE
2:37:20 | Andrew: what????
2:37:20 | elephant: 😲
2:37:20 | Alexander Holzer: I agree
2:37:21 | (Verified, Moderator) Streamlabs: jtgsz just tipped $5.00 dayo!
2:37:22 | Nasty Yukari: What
2:37:22 | Rob G.: .... oh my god, based guro chad
2:37:24 | Rob G.: clip that
2:37:24 | Firstname Lastname: OMEGABASED
2:37:24 | No Body: BLOOD FOR THE BLOOD GOD
2:37:24 | Meneltir: I it's not their blood I can understand, but///
2:37:26 | Alexander Holzer: Blood is so hot
2:37:27 | BasedBug: Good lord
2:37:28 | Chloro [クロロ]: unbelievably based
2:37:30 | Raziel: black parade cover when lol
2:37:31 | knull: understandable
2:37:35 | hohoemikuma: blood kuma...
2:37:35 | Goleog Thais: woah, thats freaking HOT :fire 
2:37:36 | Steven Frati: Cute and funny bear! Ha ha!
2:37:37 | Nasty Yukari: Okay
2:37:37 | Mizuki Arisu: gabugab
2:37:38 | Theodore Kaczynski: I don’t think that is healthy, Beatani
2:37:39 | Fake Name: Unfathomably based
2:37:39 | Cool bug Fact's: B A S E D
2:37:43 | Voltage: it’s vulnerable that’s why
2:37:43 | Verijero: feral bear...
2:37:45 | TWAIN: moshi moshi, based department?
2:37:46 | Xayn: DANGEROUSLY based
2:38:03 | Steven Frati: These are healthy kuma instincts.
2:38:03 | stuffed idiot: corpse party = eroge then?
2:38:06 | Mew: What was that one loli stabber called dads?
2:38:06 | TeutonicSorcery: Dangerously indeed
2:38:07 | Rob G.: sasuga apex predator
2:38:07 | hohoemikuma: first ecchi?
2:38:07 | Suukotto Funsha: Yes
2:38:08 | Canna: Roller coaster stream 
2:38:10 | hohoemikuma: yah
2:38:13 | Theblekedet: Dangerously based indeed
2:38:15 | No Body: hell yeah
2:38:17 | Goleog Thais: 分かる分かる！！very based! 🔥
2:38:17 | Theblekedet: I understand completely
2:38:17 | Nasty Yukari: Yah, sure!
2:38:17 | imalittle cupcake: I understand perfectly
2:38:20 | BasedBug: Well, "understand"
2:38:23 | Cool bug Fact's: I feel you
2:38:25 | ThatVidyaGuy: She should play Corpse Party!
2:38:27 | Voltage: it’s natural for a bear to feel this way blood is a bears instinct 
2:38:32 | hohoemikuma: naruhodo 
2:38:37 | Raziel: I hunt deer I understand a bit
2:38:42 | Rob G.: I don't only understand. I can relate.
2:38:44 | Verijero: lmao
2:38:48 | Fake Name: I dunno I prefer my guro bloodless
2:38:48 | CommanderMichael: waifu?
2:38:52 | Destoroyar Fortress: Too much info BEA
2:38:59 | BasedBug: This is one hell of a way to end karaoke, wow
2:39:02 | JayTheGreatest: lol
2:39:03 | Verijero: KEK
2:39:09 | Suukotto Funsha: No one knows it just is
2:39:10 | stuffed idiot: the contrast of cute and grotesque?
2:39:11 | Mew: Nevada tan?
2:39:12 | Voltage: vulnerability , tasty
2:39:14 | SukiKirai: I don't know the reason but I agree with you
2:39:16 | パナナナダ: go to heaven and ask god
2:39:16 | Absolute Link: this is one hell of a conversation
2:39:17 | Randel Shurker: We know what it is.
2:39:18 | Chloro [クロロ]: simppe. because it's hot
2:39:18 | Theodore Kaczynski: Does it show their shape better? 
2:39:19 | Tachi: Nevada Beatan
2:39:23 | hohoemikuma: your past life ww
2:39:23 | Andrew Ryan: これは当然です。This is just natural
2:39:23 | CantDood: and I thought I was fucked for watching the to love ru ovas when I was eleven
2:39:23 | Destoroyar Fortress: Bea is the reincarnation of Elizabeth Bathory
2:39:23 | Rob G.: survival instincts combined with sexual urges
2:39:24 | パナナナダ: if hell ask satan
2:39:26 | LassesAffar: I don't know why but I agree
2:39:28 | Nanashi: cute and deadly
2:39:28 | Randel Shurker: Daugther's degeneracy was awoken.
2:39:31 | CommanderMichael: blood for the blood god
2:39:33 | Zia: Daimahou Touge 大魔法峠 has a similar feel
2:39:34 | No Body: its just how your big brain works,dont mind it
2:39:36 | Nasty Yukari: We dunno but we agree
2:39:36 | Mizuki Arisu: girls are cute if it's another person's blood
2:39:41 | JayTheGreatest: BLOOD FOR THE BLOOD GOD
2:39:43 | ellescer: absolute degenerate
2:39:44 | pakkanen: Blood for the Beatani!
2:39:46 | Alexander Holzer: I completely agree
2:39:48 | Tachi: Yes
2:39:52 | gyroninja: Because bleeding makes you feel good
2:39:54 | Megiddo: I mean, she has a really nice ass
2:39:54 | Rob G.: blood for the blood god
2:39:55 | Alexander Holzer: No it's lewd
2:39:56 | Destoroyar Fortress: It was lewd but not for the blood lol
2:40:00 | ThatVidyaGuy: Yes, Dokuro-chan is a bit lewd.
2:40:02 | Canna: Bear instincts. Nothing unusual 
2:40:04 | hohoemikuma: blood is warm?
2:40:05 | No Body: not for the same reasons
2:40:19 | Sunspots: not lewd enough, but it will do
2:40:19 | BasedBug: Men, take showers and clean the blood off you
2:40:23 | Destoroyar Fortress: THE BEAR CAN'T DECIDE
2:40:26 | Mew: soft guro?
2:40:29 | Mew: only blood
2:40:34 | Simón: basedd
2:40:45 | Fake Name: B A S E D 
2:40:47 | Cool bug Fact's: based
2:40:48 | Mew: Does that mean you like vampires?
2:40:50 | Stray Wolf: it's calle hematolagnia 
2:40:50 | CantDood: maybe you associated Dokuro's lewdness with blood?
2:40:54 | hohoemikuma: 😵
2:40:57 | AH-64D: Damn this bear is something else
2:40:59 | Rob G.: that's pretty metal, guma
2:41:09 | Destoroyar Fortress: WHAT????
2:41:09 | TeutonicSorcery: Is it just the blood, or does the ryona aspect play into it?
2:41:11 | Absolute Link: lolol
2:41:13 | BasedBug: WOW
2:41:13 | Theodore Kaczynski: Beatani what the fuck
2:41:13 | Goleog Thais: 血神のために血が多いべきだ！！！！
2:41:15 | コンティニュアム ー Continuum: 😲
2:41:15 | stuffed idiot: It has to be the contrast of grotesque and cute
2:41:15 | ThatVidyaGuy: What an interesting bear.
2:41:16 | cycochaos2: lmao this bear
2:41:18 | Steven Frati: Cute guts!
2:41:19 | Cool bug Fact's: hot
2:41:20 | Rye Mountain: I'm scared
2:41:21 | Chloro [クロロ]: sasuga polar bear
2:41:22 | Kofi: Actual bruh moment?
2:41:23 | Sunspots: ahahahaha this stream is the best
2:41:25 | MBmasher: intereseting bear
2:41:29 | Theodore Kaczynski: Is it only girls?
2:41:29 | Theblekedet: That might be it stuffed idiot
2:41:30 | Raziel: based and gorepilled
2:41:31 | JayTheGreatest: nice lol
2:41:35 | stuffed idiot: the guro highlights the cute and the cute highlights the cute
2:41:36 | No Body: is it cute when they plead for their life?
2:41:40 | BasedBug: BloodRedpilled
2:41:43 | Theblekedet: Beatani streams are ALWAYS a roller coaster lmao
2:41:43 | Juvisy: I agree 
2:41:45 | stuffed idiot: cute highlights the guro*
2:41:46 | CommanderMichael: so, she's not into guro but she only likes looking at it?
2:41:49 | ellescer: is she into self harm?
2:41:50 | stuffed idiot: i might be retarded
2:41:51 | TWAIN: carnivore bear!
2:42:03 | Destoroyar Fortress: This bear is saying some based and strange things at the same time
2:42:03 | pakkanen: guts showing is just grotesque
2:42:06 | Transcendental_ColonThree: guro is great, based bear
2:42:06 | Fake Name: The gore compliments the cute!
2:42:13 | Zia: Interesting
2:42:13 | CantDood: do you like girls bleeding or just covered in blood?
2:42:18 | Mew: クマの予想通り 
2:42:21 | BasedBug: "Girl is lewd", agreeable. "Girl with guts showing is lewd", ahh
2:42:21 | Megiddo: "I don't like guro". Sure bear.... sure
2:42:22 | Randel Shurker: This is daughter pledging her allegiance to Khorne. 
2:42:22 | JayTheGreatest: I mean that is correct it is lewd
2:42:33 | Voltage: balances the cute with blooodddd
2:42:33 | Randel Shurker: BLOOD FOR THE BLOOD GOD!
2:42:35 | stuffed idiot: guro and cute contrasts well
2:42:38 | Hanabi: you can't control what gets ya going
2:42:40 | Zia: The gap between the gore and the cuteness, maybe
2:42:41 | Randel Shurker: SKULLS FOR THE SKULL THRONE!
2:42:43 | No Body: basically its showing your everything which is in itself lewd when you think about it..
2:42:44 | Xorfos: My daughter is a psychopath and I love her anyway.
2:42:46 | Raziel: it's only natural for a bear
2:42:47 | Xayn: Yes
2:42:56 | Andrew Ryan: おなじです yes it's the same
2:42:57 | Cool bug Fact's: YAH
2:43:00 | ノイド: yes 
2:43:01 | Chloro [クロロ]: guts showing is too much for me, I like something more mild
2:43:02 | Canna: Beatani babysittijng service 
2:43:03 | MiiMuu: everyone is hentai!
2:43:03 | Rob G.: soft guro is aesthetic
2:43:05 | stuffed idiot: dads, i think i see the light of guro
2:43:07 | Randel Shurker: Everyone likes lewd girls
2:43:07 | hohoemikuma: n-not for me...
2:43:09 | Kyle: Yes
2:43:10 | Megiddo: yeah, like lewd girls, but not their guts sticking out
2:43:12 | Firstname Lastname: a compelling aargument
2:43:12 | Rye Mountain: Guro is scary
2:43:12 | ThatVidyaGuy: I do love lewd girls.
2:43:14 | The Pope: Guro is a little uhhh
2:43:14 | Cave Johnson: hell yeah
2:43:16 | knull: I like cute girls beating me up
2:43:19 | ellescer: up to a certain extent
2:43:19 | Nasty Yukari: If you like it, then I like it
2:43:21 | Nasty Yukari: I guess
2:43:22 | Theblekedet: I appreciate them
2:43:23 | Zia: I can understand, the contrast between the blood/gore and the cuteness of the girl.
2:43:33 | フェットチーネ: hmm...
2:43:34 | パナナナダ: has anyone read shirukabakaudon?
2:43:36 | Mizuki Arisu: guro is not lewd but very cool
2:43:37 | Fake Name: It's exposing the unseen parts of a girl, which is very lewd
2:43:37 | TWAIN: beatani is on a different level
2:43:44 | Voltage: REMMMM BEST GIRL
2:43:52 | Raziel: I mean I've heard of stirring their guts up but not literally lol
2:43:53 | Megiddo: loss of limb
2:43:54 | hohoemikuma: ⁉
2:43:56 | Voltage: who?
2:43:58 | stuffed idiot: amputee
2:43:59 | Transcendental_ColonThree: amputee?
2:43:59 | Cool bug Fact's: missing limbs?
2:43:59 | Simón: 0.o
2:44:00 | Rob G.: oh my god
2:44:00 | lesop.: LMAO
2:44:00 | BasedBug: WOAH
2:44:01 | Destoroyar Fortress: WAIT
2:44:01 | Flux: !?
2:44:01 | Stray Wolf: ?
2:44:01 | Balnus Panglord: Amputation 
2:44:02 | Randel Shurker: Dismemberment?
2:44:03 | Canna: Amputation 
2:44:03 | TeutonicSorcery: Amputation
2:44:04 | Xayn: Limb deficit lmao
2:44:04 | Tachi: Amputee
2:44:05 | Alexander Holzer: Amputees
2:44:06 | Nasty Yukari: "Limb deficit" lol
2:44:06 | Zia: ??
2:44:07 | hohoemikuma: bea needs to play katawa shoujo w
2:44:08 | The Pope: B-based...?
2:44:08 | BasedBug: Holy shit, who is this bear?
2:44:08 | CantDood: naruhodo
2:44:08 | The Flesh Is Weak: pardon?
2:44:09 | Flux: UHMMMMMM
2:44:09 | Cave Johnson: amputee
2:44:10 | Stray Wolf: what? 
2:44:11 | Voltage: limb deficit
2:44:11 | Kofi: dude...
2:44:11 | Mew: Oh you'll love Katawa Shoujo western Eroge
2:44:12 | ElectroGeek007: lmao
2:44:12 | stuffed idiot: HOLY BASED
2:44:12 | Akka Oni: Amputation
2:44:12 | No Body: oh jesus
2:44:13 | Alexander Holzer: God in heaven
2:44:13 | ThatVidyaGuy: Amputation
2:44:13 | Theblekedet: LMAO
2:44:13 | Sol Codguy: oh my
2:44:14 | Verijero: kek
2:44:14 | gyroninja: bad translation lol
2:44:15 | Zia: Ah I see
2:44:16 | Firstname Lastname: lemon deficit
2:44:16 | Stray Wolf: pardun? 
2:44:17 | Rob G.: BASEDDO 
2:44:18 | knull: amputee
2:44:19 | Kyle: Indeed
2:44:19 | Chloro [クロロ]: Pardun?
2:44:19 | ellescer: okay now this is patrician fetish
2:44:20 | Goleog Thais: AMPUTATION
2:44:21 | Raziel: limb deficit is a based metal band name
2:44:23 | TWAIN: ok now you HAVE to play Katawa Shoujo
2:44:24 | D3bugged: ah
2:44:24 | CommanderMichael: she's into amputee?\
2:44:26 | Rob G.: amputee
2:44:26 | Juvisy: Amputee can be really cute 
2:44:27 | Mew: Scurvy ahah lemon deficit
2:44:28 | VampirkoO: Based
2:44:28 | Zia: Amputee I think
2:44:30 | Voltage: based bearrrrrr
2:44:30 | Steven Frati: Amputee
2:44:31 | lesop.: Paralympics 
2:44:31 | Stray Wolf: omg 
2:44:31 | Theodore Kaczynski: Do you like making them weak?
2:44:32 | The Pope: Limb deficit = "Amputee"
2:44:34 | Destoroyar Fortress: I'm concerned now wtf
2:44:36 | hohoemikuma: 😅
2:44:36 | Verijero: limb deficit = limblets?
2:44:40 | CantDood: that girl ain't right - michael jackson
2:44:41 | stuffed idiot: It's amputation, the girl would be known as an amputee
2:44:41 | Kofi: yknow... i guess you're right on this one
2:44:42 | BasedBug: What the hell
2:44:43 | CommanderMichael: blood for the blood god indeed
2:44:45 | Megiddo: yeah I see a Katawa Shoujo playthrough coming
2:44:48 | Stray Wolf: omg 
2:44:52 | Transcendental_ColonThree: UUUUUUUUOOOOOOOOOOHHHHHHHHH QUAD AMPUTEE CUTE GIRLS
2:44:55 | Suukotto Funsha: She isn't wrong
2:44:56 | Raziel: Damn this bear is so coo
2:44:56 | sp33d4l0l: okay so we need a Katawa Shoujo playthrough now
2:44:56 | awarmcomfybed: she is not wrong
2:44:56 | MBmasher: i mean.... yes
2:44:57 | Andrew Ryan: b, based?
2:44:57 | Xayn: Katawa shoujo stream please
2:44:57 | Mizuki Arisu: beatani respects my wife emi...
2:45:00 | Raziel: *cool
2:45:01 | Fake Name: だるま可愛い
